nombre,usuario,fecha,texto,emoticon,cantidad_comentarios,cantidad_likes,Cantidad_Retweets,link,mencion
Sergio Fajardo,@sergio_fajardo,2021-08-12T21:02:31.000Z,tenemos retos grandes pasar de exportar del al el sector industrial debe pasar del del pib al del pib y el sector de la agricultura pasar del al del pib esto debe ir acompañado de una reforma laboral y una reforma tributaria cecandi ,,18,34000,155,https://twitter.com/sergio_fajardo/status/1425925689656631301,['@andi_colombia']
Sergio Fajardo,@sergio_fajardo,2021-08-12T19:33:24.000Z,el estallido social que vimos en colombia tiene una voz joven una voz desesperanzada llena de incertidumbres necesitamos entender esos jóvenes que no tienen ninguna oportunidad en colombia cecandi ,,31,35000,126,https://twitter.com/sergio_fajardo/status/1425903260695732230,['@andi_colombia']
Sergio Fajardo,@sergio_fajardo,2021-08-08T18:07:25.000Z,mauricio garcía v siempre sensato sobre cómo clasificar a los políticos el espectadorsobre cómo clasificar a los políticos el ideario político es menos relevante que el talante moral y es justamente por eso que los extremos del espectro político se parecen tanto elespectador com,,9,20000,65,https://twitter.com/sergio_fajardo/status/1424432074409267203,[]
Sergio Fajardo,@sergio_fajardo,2021-08-08T17:50:40.000Z, guiño de duque un halago no recibirlo,,240,154000,1100,https://twitter.com/sergio_fajardo/status/1424427858299076608,[]
Sergio Fajardo,@sergio_fajardo,2021-08-07T18:11:42.000Z,declaración de la sobre los años del gobierno de iván duque ,,56,97000,290,https://twitter.com/sergio_fajardo/status/1424070764077240324,['@coaliesperanza']
Sergio Fajardo,@sergio_fajardo,2021-08-06T23:27:35.000Z,las becas de epm eran para medellín en la gobernación de antioquia continuamos con las becas de excelencia financiadas por el idea miles de jóvenes hoy tienen una vida digna gracias a esas becas camilo calle ago chicaniandoconfajardo cuando fue gobernador creó el programa de becas de excelencia con él miles de jóvenes de regiones como urabá bajo cauca y magdalena medio pudieron cumplir su sueño de ser profesionales ,,13,39000,194,https://twitter.com/sergio_fajardo/status/1423787867940212740,"['@camilocalleo', '@sergio_fajardo']"
Sergio Fajardo,@sergio_fajardo,2021-08-06T23:25:17.000Z,recuerdo la primera ludoteca es la que aparece en la foto la comunidad no se la creía esta elegancia para nosotros alicia restrepo qepd era la directora del inder eran parte del programa buen comienzo después en la alcaldía de alonso se multiplicó por toda la ciudad juan jose largo f ago logró que el deporte y la cultura llegarán a todos los rincones de la ciudad con las ludotecas en medellin del instituto de deportes y recreación de medellín hoy son más las preocupaciones con que alegrías chicaniandoconfajardo,,14,27000,102,https://twitter.com/sergio_fajardo/status/1423787292917960704,"['@juanjolargo', '@sergio_fajardo', '@indermedellin']"
Sergio Fajardo,@sergio_fajardo,2021-08-06T23:13:11.000Z,en medellin la más educada la palabra educación se convirtió en la palabra más querida llenamos de educación la ciudad el fondo de becas epm lo diseñamos y convertimos en política pública hoy miles de personas tienen una vida digna gracias a apoyo que han recibido del fondo david urrego t ago chicaniandoconfajardo hace una semana me gradué como abogado pude ir a la universidad y terminar mis estudios gracias al programa que creó del fondo epm para la educación superior ,,12,37000,207,https://twitter.com/sergio_fajardo/status/1423784247916105735,"['@jdavidut', '@sergio_fajardo']"
Sergio Fajardo,@sergio_fajardo,2021-08-06T22:50:54.000Z,yo recuerdo que el lo encontramos en ruinas a duras penas sobrevivía el parqueadero “era” de un combo tumbamos los muros lo reconstruimos y le dimos nueva vida empezando por el orquideorama para mí fue más que una obra fue una forma de mirarnos sin violencia elizabeth cardona ago chicaniandoconfajardo la hermosura de jardín botánico de medellín sin muros concebido como pulmón en el marco del programa “medellín la cuidad que queremos” ideado y entregado por en su alcaldía ,,13,35000,186,https://twitter.com/sergio_fajardo/status/1423778637095055362,"['@jbotanicomed', '@elicrh', '@jbotanicomed', '@sergio_fajardo']"
Sergio Fajardo,@sergio_fajardo,2021-08-06T21:35:11.000Z,‘inmunidad mental’‘inmunidad mental’ las malas ideas como los parásitos pueden dispersarse con éxito aun siendo falsas y destructivas eltiempo com,,5,6000,26,https://twitter.com/sergio_fajardo/status/1423759582187474947,[]
Sergio Fajardo,@sergio_fajardo,2021-08-02T14:33:11.000Z,tienen razón no me voy a graduar de terco mejor parchandoconelcontradictor gracias por proponerlo quién se anima políticamente incorrecta ago en respuesta a estoy de acuerdo no me gusta parchandoconelenemigo prefiero algo parchandoconelcontradictor ,,59,54000,419,https://twitter.com/sergio_fajardo/status/1422203831195160589,"['@anasofiabell', '@sergio_fajardo']"
Sergio Fajardo,@sergio_fajardo,2021-08-02T02:45:23.000Z,en respuesta a por el interés edwin esta semana haremos la selección aleatoria y te avisamos feliz noche ,,0,2000,10,https://twitter.com/sergio_fajardo/status/1422025709011324931,['@palmaedwingracias']
Sergio Fajardo,@sergio_fajardo,2021-08-02T00:19:29.000Z,en respuesta a te interesa hablar respetuosamente sobre nuestras diferencias o solo insultar en redes quedo pendiente por si te animas ,,1,0,2,https://twitter.com/sergio_fajardo/status/1421988991172284421,['@boris_fallaboris']
Sergio Fajardo,@sergio_fajardo,2021-08-02T00:11:00.000Z,en respuesta a saúl gracias por el interés me gustaría mucho conversar contigo esta semana elegiremos entre los que levanten la mano y te avisaremos feliz noche ,,9,3000,20,https://twitter.com/sergio_fajardo/status/1421986855126503427,['@sauljaimesclaro']
Sergio Fajardo,@sergio_fajardo,2021-08-02T00:05:10.000Z,en respuesta a a si aceptas la invitación a hablar en el marco del respeto feliz noche ,,9,1000,16,https://twitter.com/sergio_fajardo/status/1421985387166281730,['@esoperation7pendiente']
Sergio Fajardo,@sergio_fajardo,2021-08-02T00:03:03.000Z,nataly ojalá aceptaras la invitación en este país necesitamos entender que por distintos que seamos y por opuestas que sean nuestras ideas podemos conversar sin tener que acudir a la agresión y la destrucción espero que te animes feliz noche nataly rangel ago jajaaj dizque parchar con prefiero no sé di tú un plato de changua ,,146,68000,599,https://twitter.com/sergio_fajardo/status/1421984854317703169,"['@nrangelm_', '@sergio_fajardo']"
Sergio Fajardo,@sergio_fajardo,2021-08-01T23:59:32.000Z,en respuesta a fidel gracias por el interés esta semana elegiremos y te avisamos feliz noche ,,0,0,1,https://twitter.com/sergio_fajardo/status/1421983971609567240,['@fidelingohola']
Sergio Fajardo,@sergio_fajardo,2021-08-01T23:58:18.000Z,en respuesta a óscar esta semana elegiremos entre los interesados y te avisaremos gracias por el respeto feliz noche ,,2,0,27,https://twitter.com/sergio_fajardo/status/1421983662476861448,['@oscarcuellarperfecto']
Sergio Fajardo,@sergio_fajardo,2021-08-01T23:53:58.000Z,en respuesta a esta semana elegiremos aleatoriamente y te avisamos muchas gracias por el respeto ,,14,6000,13,https://twitter.com/sergio_fajardo/status/1421982569940271104,['@danielrmedlisto']
Sergio Fajardo,@sergio_fajardo,2021-08-01T23:50:36.000Z,en respuesta a y ximena la idea es parchar un día con uno de una tendencia y otros día con alguien de la otra ojalá te animes ,,4,0,10,https://twitter.com/sergio_fajardo/status/1421981720648327180,"['@ximenagq77', '@vladdohola']"
Sergio Fajardo,@sergio_fajardo,2021-08-01T23:48:39.000Z,en respuesta a óscar he visto que respondes con frecuencia mis trinos con opiniones contrarias te le medirías a parchar y conversar sobre nuestras diferencias ,,11,2000,70,https://twitter.com/sergio_fajardo/status/1421981230568919040,['@oscarcuellar']
Sergio Fajardo,@sergio_fajardo,2021-08-01T23:41:04.000Z,en respuesta a ónica te invito a que te animes a que hablemos siempre desde el respeto y la decencia si te animas me avisas me comprometo a ser respetuoso yo ,,7,0,5,https://twitter.com/sergio_fajardo/status/1421979322118819842,['@monyricam']
Sergio Fajardo,@sergio_fajardo,2021-08-01T23:38:16.000Z,en respuesta a le mides a parchar y conversar respetuosamente sobre nuestras diferencias daniel me avisas ,,11,3000,16,https://twitter.com/sergio_fajardo/status/1421978617073082369,['@danielrmed¿te']
Sergio Fajardo,@sergio_fajardo,2021-08-01T23:34:05.000Z,en respuesta a y camilo te animas a que parchemos y hablemos respetuosamente de nuestras diferencias quedo pendiente ,,2,0,1,https://twitter.com/sergio_fajardo/status/1421977566651486208,"['@camilopedreros3', '@claudialopezhola']"
Sergio Fajardo,@sergio_fajardo,2021-08-01T23:30:03.000Z,cindy como reitero en el video y he dicho en muchas oportunidades yo no considero a quien piensa distinto como mi enemigo ese es parte del objetivo dialogar entre distintos para mostrar que aunque las opiniones sean diferentes no somos enemigos cindy velasco ago en respuesta a y enemigo tener diferentes opiniones y preferencia políticas lo convierten en enemigo ,,20,16000,128,https://twitter.com/sergio_fajardo/status/1421976551449575432,"['@cindyvelascot', '@sergio_fajardo', '@vladdo']"
Sergio Fajardo,@sergio_fajardo,2021-07-30T22:28:54.000Z,para leer pronto paraísos en el mar de adolfo zableh durán original paradójico divertido y doloroso se los recomiendo vale la pena,,19,26000,148,https://twitter.com/sergio_fajardo/status/1421236387089682432,[]
Sergio Fajardo,@sergio_fajardo,2021-07-30T21:46:22.000Z, habitante de ituango que desde allá nos cuenta qué pasa en la zona que desde la asamblea de antioquia está haciendo una labor clave para el departamento pendiente de los suyos feliz fin de semana ,,6,21000,120,https://twitter.com/sergio_fajardo/status/1421225681976021000,"['@esteban_usuga', '@camilocalleo']"
Sergio Fajardo,@sergio_fajardo,2021-07-30T21:46:21.000Z, concejal de bogotá que está cambiando la forma de hacer política el señor de los datos cuenta clave para entender la pandemia y sus consecuencias mujer valiente que cumple años como representante a la cámara ,,3,27000,110,https://twitter.com/sergio_fajardo/status/1421225680533082114,"['@riveraalzate', '@jorgegalindo', '@cataortizco']"
Sergio Fajardo,@sergio_fajardo,2021-07-30T21:46:21.000Z,antes de irnos al fin de semana acá está mi ff voy con personas recomendadas por interesantes rigurosas y respetuosas espero sus sugerencias con el hashtag contraelfacilismo mujer histórica que ayer volvió a dejar el nombre de colombia en alto ,,12,42000,209,https://twitter.com/sergio_fajardo/status/1421225679169916929,['@marianapajon']
Sergio Fajardo,@sergio_fajardo,2021-07-30T20:13:23.000Z,gracias por tu solidaridad juan ricardo coincido en que esta red permite conocer y seguir a gente magnífica y también en que tenemos que luchar contra la crítica fácil que solo busca destruir y dañar al otro contraelfacilismojuan ricardo jul en respuesta a que ataques tan bajos y de mal gusto este medio permite seguir gente increíble que presenta lo que está haciendo e ideas geniales pero estos difamadores lo van a destruir,,22,19000,99,https://twitter.com/sergio_fajardo/status/1421202282100711427,"['@juanortega3', '@sergio_fajardo']"
Sergio Fajardo,@sergio_fajardo,2021-07-30T19:40:49.000Z,entiendo el punto rebeca de hecho ayer lo expliqué públicamente acá en twitter igual que lo he hecho ante la contraloría pero cuando una persona de gran visibilidad insinúa con un meme basura que soy ladrón pues me gustaría saber si quiere entender o solo busca dañar rebeca gonzález jul en respuesta a no sé quién sea su asesor en comunicaciones pero yo le sugiero que si les va a responder así a los de las otras campañas mejor no les diga nada las aclaraciones que ud haga deben ser públicas las dudas se despejan para todos ,,56,50000,540,https://twitter.com/sergio_fajardo/status/1421194087848370179,"['@_ajaytuque', '@sergio_fajardo']"
Sergio Fajardo,@sergio_fajardo,2021-07-30T18:52:54.000Z,ojalá la justicia les sirviera tanto cuando absuelve como cuando acusa aunque canse la mentira y la ligereza siempre que sea necesario seguiré respondiendo y aclarando te dejo la noticia nicolás aguilar jul en respuesta a qué pasó con la concesión minera al esposo de beatriz white en qué paro el tema fajardo ,,18,46000,321,https://twitter.com/sergio_fajardo/status/1421182030436618241,"['@nicolasaguilarg', '@sergio_fajardo']"
Sergio Fajardo,@sergio_fajardo,2021-07-30T16:45:51.000Z,susana tener oficina no es ningún delito de hecho si llegas al congreso tendrás una mi intención es clara hablar con él no silenciarlo ahora contrato de qué y para qué no di contratos como servidor público mucho menos ahora tienes alguna acusación concreta susana boreal jul para intentar silenciarlo con algún contratico desde la oficina twitter com sergio fajardo…,,89,133000,1100,https://twitter.com/sergio_fajardo/status/1421150054119841794,"['@susanaboreal', '@sergio_fajardo']"
Sergio Fajardo,@sergio_fajardo,2021-07-30T01:38:24.000Z,tu también en el facilismo julián toma tu rt si alguna vez quieres de verdad entender las cosas con mucho gusto te recibo en mi oficina feliz noche julián román jul sume…,,1500,693000,2900,https://twitter.com/sergio_fajardo/status/1420921689949487108,['@julianroman']
Sergio Fajardo,@sergio_fajardo,2021-07-29T00:04:27.000Z,el proyecto que llamas presa inviable no solo será clave para asegurar la autosuficiencia energética del país sino que estaba contratado desde antes de que fuera gobernador ojalá verificaras la información antes de acusarme de delitos con esa ligereza contraelfacilismojaimegiulianni jul en respuesta a esos desplazados son su responsabilidad al querer hacer una presa inviable solo para ocultar los muertos en las masacres de para militares gobierno ,,29,43000,187,https://twitter.com/sergio_fajardo/status/1420535655688544258,"['@jaimegiulianni1', '@sergio_fajardo']"
