nombre,usuario,cantidad_comentarios,cantidad_likes,Cantidad_Retweets,mencion,texto_tokenizado,lematizado
Gustavo Petro,@petrogustavo,3900,4600,16600,[],le propongo al presidente duque reunirnos para construir conjuntamente una agenda nacional en defensa de la vida frente al covid una amenaza común debe ser enfrentada con una estrategia común que potencie la fuerza de la nación para superar el problema ,él proponer al presidente duque reunir yo para construir conjuntamente uno agenda nacional en defensa de el vida frente al covid uno amenaza común deber ser enfrentar con uno estrategia común que potenciar el fuerza de el nación para superar el problema
Gustavo Petro,@petrogustavo,204,1000,2900,[],me comprometo a reinstalar la capacidad productiva de vacunas en colombia y de medicamentos genéricos el hospital san juan de dios coordinará la red de centros de investigación en salud en todo el país ,yo comprometer a reinstalar el capacidad productivo de vacuna en colombia y de medicamento genérico el hospital san juan de dios coordinar el red de centro de investigación en salud en todo el país
Gustavo Petro,@petrogustavo,102,1100,2600,"['@razonpublica', '@acostajaime']",andrés pastrana debería explicar públicamente cual fue su razonamiento para desmantelar la producción de vacunas en el instituto nacional de salud tanta era la creencia en el mercado como para romper con un principio fundamental de la seguridad humana quote tweet razón pública jan pandemiadependencia la historia sería distinta si colombia no le hubiera quitado los dientes al ins podríamos producir la vacuna y tendríamos una posición más sólida frente a las farmacéuticas por ,andrés pastrana deber explicar públicamente cual ser su razonamiento para desmantelar el producción de vacuna en el instituto nacional de salud tanto ser el creencia en el mercado como para romper con uno principio fundamental de el seguridad humano quote tweet razón público jan pandemiadependencia el historia ser distinto si colombia no él haber quitar el diente al ins poder producir el vacuna y tener uno posición más sólido frente a el farmacéutico por
Gustavo Petro,@petrogustavo,416,1600,4300,"['@luisernestogl', '@intiasprilla', '@claudialopez']",es un estado que ha llevado al desespero a la gente humilde el cumplimiento de normas hechas contra el pobre pero jamás contra el poderoso el temblor del trabajador ante la injusticia y su desespero como cuando los obreros rompían la máquina ante la explotaciónquote tweet luis ernesto gómez jan  and inti la alcaldesa pasó en su cicla y le pidió amablemente a alexander ubicar su puesto donde no bloqueara la cicloruta al cabo de horas no lo había retirado por lo que se procedió con el comparendo este vídeo demuestra que él mismo tumba su carro y la policía fue respetuosa ,ser uno estado que haber llevar al desespero a el gente humilde el cumplimiento de norma hecho contra el pobre pero jamás contra el poderoso el temblor del trabajador ante el injusticia y su desespero como cuando el obrero romper el máquina ante el explotaciónquote tweet luis ernesto gómez jan   and inti el alcaldesa pasar en su cicla y él pedir amablemente a alexander ubicar su puesto donde no bloquear el cicloruta al cabo de hora no él haber retirar por él que él proceder con el comparendo este vídeo demostrar que él mismo tumbar su carro y el policía ser respetuoso
Gustavo Petro,@petrogustavo,163,875,2700,[],carlos ramón gonzales del partido verde tiene toda la razón hay que conformar el gran bloque histórico que construya la democracia y la paz definitiva de colombia una consulta alternativa sin exclusiones y sin vetos ,carlos ramón gonzal del partido verde tener todo el razón haber que conformar el gran bloque histórico que construir el democracia y el paz definitivo de colombia uno consulta alternativo sin exclusión y sin veto
Gustavo Petro,@petrogustavo,268,2200,3800,[],ha vuelto el paramilitarismo a yarumal antioquia en donde nacieron los apóstoles y dejan la cabeza decapitada de un líder social en una vía pública la barbarie desatada sin reacción del gobierno ,haber volver el paramilitarismo a yarumal antioquia en donde nacer el apóstol y dejar el cabeza decapitado de uno líder social en uno vía público el barbarie desatado sin reacción del gobierno
Gustavo Petro,@petrogustavo,233,2100,4900,['@almagro_oea2015'],ojo con permitir un golpe de estado en ecuador el gobierno ecuatoriano quiere suspender elecciones ante la virtual victoria contundente del candidato progresista andrés arauz,ojo con permitir uno golpe de estado en ecuador el gobierno ecuatoriano querer suspender elección ante el virtual victoria contundente del candidato progresista andrés arauz
Gustavo Petro,@petrogustavo,135,376,2100,[],ha muerto carlos arturo jurado militante del m en yumbo y gran luchador vallecaucano por la democracia qepd,haber morir carlos arturo jurado militante del m en yumbo y gran luchador vallecaucano por el democracia qepd
Gustavo Petro,@petrogustavo,304,2100,7900,[],dada la dispersión de candidaturas a la presidencia del partido verde y su proceso de selección colombia humana debe simplemente respetarla y no dejarse utilizar en ese proceso queremos al partido verde actuante en una gran coalición alternativa sin vetos ni sectarismos,dar el dispersión de candidatura a el presidencia del partido verde y su proceso de selección colombia humano deber simplemente respetar él y no dejar él utilizar en ese proceso querer al partido verde actuante en uno gran coalición alternativo sin veto ni sectarismo
Gustavo Petro,@petrogustavo,140,843,2600,"['@intiasprilla', '@partidoverdecol']",el partido verde no ha tomado posición frente al tipo de consulta presidencial que se necesita y hay diversas posiciones allí no se debería censurar a quienes buscan la unidad de toda la democracia frente a la barbarie quote tweet inti asprilla jan ya es hora que se entienda por los medios de comunicación e incluso por la misma senadora que angelica lozano es una parte del mas no es el partido verde por consiguiente ni es la dueña del partido ni puede hablar a nombre de todos sus militantes ,el partido verde no haber tomar posición frente al tipo de consulta presidencial que él necesitar y haber diverso posición allí no él deber censurar a quien buscar el unidad de todo el democracia frente a el barbarie quote tweet inti asprilla jan ya ser hora que él entender por el medio de comunicación e incluso por el mismo senadora que angelico lozano ser uno parte del mas no ser el partido verde por consiguiente ni ser el dueña del partido ni poder hablar a nombre de todo su militante
Gustavo Petro,@petrogustavo,126,508,1100,['@dane_colombia'],a buena parte de los empresarios del país les pareció más fácil despedir a las mujeres que a los hombres a causa de la pandemia la legislación debe hacer más difícil despedir a las mujeres de su empleo a trabajo igual salario igual y estabilidad laboral quote tweet dane colombia jan mercadolaboral en diciembre de la tasa de desempleo para los hombres se ubicó en y para las mujeres en show this thread,a buen parte de el empresario del país él parecer más fácil despedir a el mujer que a el hombre a causa de el pandemia el legislación deber hacer más difícil despedir a el mujer de su empleo a trabajo igual salario igual y estabilidad laboral quote tweet dane colombia jan mercadolaboral en diciembre de el tasa de desempleo para el hombre él ubicar en y para el mujer en show this thread
Gustavo Petro,@petrogustavo,172,779,1600,"['@gsanchez2019', '@patricialarasa']",duque ha cometido un grave error por reinventarse la cortina de hierro no ha permitido negociar vacunas rusas chinas y cubanas eso literalmente esta matando miles de colombianos la vacuna como la muerte no tienen ideología es el interés general y la vida lo que prima quote tweet gonzalo sánchez g jan sin autonomía no hay vida este gobierno que milita aún en la guerra fria divide vacunas en castrochavistas y las otras tal ideologización de relaciones exteriores y la salud cerró los márgenes de negociación ,duque haber cometer uno grave error por reinventar él el cortina de hierro no haber permitir negociar vacuna ruso chino y cubano ese literalmente este matar mil de colombiano el vacuna como el muerte no tener ideología ser el interés general y el vida él que primar quote tweet gonzalo sánchez g jan sin autonomía no haber vida este gobierno que militar aún en el guerra frio dividir vacuna en castrochavista y el otro tal ideologización de relación exterior y el salud cerrar el margen de negociación
Gustavo Petro,@petrogustavo,31,688,1300,"['@anateresabernal', '@claudialopez', '@concejodebogota']",salieron por todos los rincones a decir que habría un operador público de transporte de buses en bogotá pero no todo lo contrario de empresas privadas nacionales operando buses pasamos a empresas multinacionales privadas operando buses quote tweet ana teresa bernal jan metidadepata la alcaldesa contrató a la firma francesa transdev por bill para operar buses eléctricos en bogotá para años cuando en el aprobamos la creación de un operador público en el plan de desarrollo ,salir por todo el rincón a decir que haber uno operador público de transporte de bus en bogotá pero no todo él contrario de empresa privado nacional operar bus pasar a empresa multinacional privado operar bus quote tweet ana teresa bernal jan metidadepatar el alcaldesa contratar a el firma francés transdev por bill para operar bus eléctrico en bogotá para año cuando en el aprobar el creación de uno operador público en el plan de desarrollo
Gustavo Petro,@petrogustavo,247,765,2400,"['@wradiocolombia', '@roybarreras']",siguen las exclusiones en el intento de hacer una consulta presidencial por ahí no es el camino la consulta presidencial que pueda vencer el régimen de corrupción y la violencia de colombia debe ser abierta amplia plural y sin vetos quote tweet w radio colombia jan noticierow alianza verde y rompen relaciones en la búsqueda de una alianza para ,seguir el exclusión en el intento de hacer uno consulta presidencial por ahí no ser el camino el consulta presidencial que poder vencer el régimen de corrupción y el violencia de colombia deber ser abrir amplio plural y sin veto quote tweet w radio colombia jan noticierow alianza verde y rompar relación en el búsqueda de uno alianza para
Gustavo Petro,@petrogustavo,772,1600,3300,[],la vacuna que duque dice que contrató aun estando en fase de las de la investigación científica ha resultado ser de las más ineficaces hasta ahora construidas vacuna de johnson johnson tiene un de efectividad la vacuna de johnson johnson demostró ser un eficaz en la prevención de enfermedad moderada y grave en un ensayo global de fase cnnespanol cnn com,el vacuna que duque decir que contratar aun estar en fase de el de el investigación científico haber resultar ser de el más ineficaces hasta ahora construido vacuna de johnson johnson tener uno de efectividad el vacuna de johnson johnson demostrar ser uno eficaz en el prevención de enfermedad moderado y grave en uno ensayo global de fase cnnespanol cnn com
Gustavo Petro,@petrogustavo,238,1100,3700,[],me propongo construir un fuerte sistema preventivo y de salud primaria con equipos de salud que puedan llegar a todo hogar en todo el territorio nacional reconstruir la producción de vacunas en colombia y fortalecer el hospital público con dignidad laboral ,yo proponer construir uno fuerte sistema preventivo y de salud primario con equipo de salud que poder llegar a todo hogar en todo el territorio nacional reconstruir el producción de vacuna en colombia y fortalecer el hospital público con dignidad laboral
Gustavo Petro,@petrogustavo,81,927,2900,[],hay que decirlo con claridad todos los paises que privatizaron sus sistemas de salud y debilitaron sus salud pública sucumbieron ante el covid los países que mantuvieron sus sistemas preventivos de atención pública primaria fortalecidos dieron las mejores respuestas ,haber que decir él con claridad todo el país que privatizar su sistema de salud y debilitar su salud público sucumbir ante el covid el país que mantener su sistema preventivo de atención público primaria fortalecido dar el mejor respuesta
Gustavo Petro,@petrogustavo,377,2600,5800,[],colombia queda en el puesto entre países frente a la estrategia contra el covid solo aplausos de la gran prensa al ministro de salud de vargas al secretario de salud de fajardo y a duque por seguir la estrategia de inmunidad de rebaño de trump y bolsonaro así quedamos,colombia quedar en el puesto entre país frente a el estrategia contra el covid solo aplauso de el gran prensa al ministro de salud de varga al secretario de salud de fajardo y a duque por seguir el estrategia de inmunidad de rebaño de trump y bolsonaro así quedar
Gustavo Petro,@petrogustavo,235,1600,2600,"['@vtvcanal8', '@nicolasmaduro']", es cierto que uribe y duque aportaron una pista y un lugar de transitio libre en la frontera para dar el golpe a maduro a cambio de combatir al eln quote tweet vtv canal jan escándalo en colombia este es el testimonio de yacsy álvarez intérprete de jordan goudreau donde reconoce que iván duque y álvaro uribe participaron en la planificación de la operación gedeón que intentó derrocar al pdte diálogoespaz,  ser cierto que uribir y duque aportar uno pista y uno lugar de transitio libre en el frontera para dar el golpe a maduro a cambio de combatir al eln quote tweet vtv canal jan escándalo en colombia este ser el testimonio de yacsy álvarez intérprete de jordan goudreau donde reconocer que iván duque y álvaro uribe participar en el planificación de el operación gedeón que intentar derrocar al pd tú diálogoespaz
Gustavo Petro,@petrogustavo,305,1500,3100,[],casi todas las vacunas hoy aprobadas en el mundo tuvieron un proceso de investigación financiado con recursos públicos apenas mostraron éxito se privatizaron y convirtieron en mercancías de las grandes farmacéuticas hoy el mundo enfermo se enfrenta a una barbarie mercantil ,casi todo el vacuna hoy aprobada en el mundo tener uno proceso de investigación financiado con recurso público apenas mostrar éxito él privatizar y convertir en mercancía de el grande farmacéutico hoy el mundo enfermo él enfrentar a uno barbarie mercantil
Gustavo Petro,@petrogustavo,108,423,2300,[],recuerdos la experiencia de mejoramiento de fachadas en ciudad bolívar bogotá ,recuerdo el experiencia de mejoramiento de fachada en ciudad bolívar bogotá
Gustavo Petro,@petrogustavo,45,425,1100,[],a punto de ganar la presidencia del ecuador el candidato progresista andrés arau nariño con una fuerte integración binacional agrario industrial que incluya pesca y bioeconomía en el amazonas puede tener un camino de salida de la violencia y el narcopromedio de encuestadoras votos válidos arauz al cierre de las encuestas lo único que se discute por ahora es si arauz ganará en la primera vuelta los números cada vez le acercan a esa posibilidad ya que en su gran mayoría le ubican por arriba del de los votos confirmado net,a punto de ganar el presidencia del ecuador el candidato progresista andrés arau nariño con uno fuerte integración binacional agrario industrial que incluir pesca y bioeconomía en el amazona poder tener uno camino de salida de el violencia y el narcopromedio de encuestadora voto válido arauz al cierre de el encuesta él único que él discutir por ahora ser si arauz ganar en el primero vuelta el número cada vez él acercar a ese posibilidad ya que en su gran mayoría él ubicar por arriba del de el voto confirmado net
Gustavo Petro,@petrogustavo,135,947,2900,['@reutersscience'],ha detenido la construcción de oleoducto que desde canadá como lo pidieron las comunidades indígenas y ha detenido proyectos de fracking biden va en serio en la lucha contra la crisis climática sugerimos hacer lo mismo en colombia debemos separarnos del carbón y el petróleoquote tweet reuters science news jan u s president joe biden signed executive orders on wednesday that aim to harness the entire federal government to combat climate change domestically and abroad putting the issue at the core of his presidency ,haber detener el construcción de oleoducto que desde canadá como él pedir el comunidad indígena y haber detener proyecto de fracking biden ir en serio en el lucha contra el crisis climático sugerir hacer él mismo en colombia deber separar yo del carbón y el petróleoquote tweet reuters science new jan u s president joe biden signed executive orders on wednesday that aim to harness the entire federal government to combat climate change domestically and abroad putting the issue at the core of his presidency
Gustavo Petro,@petrogustavo,591,854,3700,"['@angelamrobledo', '@susanamuhamad']",recorro la lista de y no encuentro lo que ustedes muestran quizás la persona que puso ese trino lo quitó pero de paso esa función de no reproduce entre mis seguidores nada la uso para guardar artículos o trinos que voy a criticar o a reproducir después quote tweet ángela maría robledo jan querida te lo envío en video para que no se siga defendiendo lo indefendible el respeto son más que palabras abrazo para ti twitter com susanamuhamad …,recorro el lista de y no encontrar él que tú mostrar quizás el persona que poner ese trino él quitar pero de paso ese función de no reproducir entre mi seguidor nada el uso para guardar artículo o trino que ir a criticar o a reproducir después quote tweet ángela maría robledo jan querido tú él enveír en video para que no él seguir defender él indefendible el respeto ser más que palabra abrazo para tú twitter com susanamuhamad …
Gustavo Petro,@petrogustavo,328,2300,5000,[],entre países colombia quedó en el puesto por el mal manejo de la epidemia del covid según el canal bloomberg un verdadero desastre humanitariothe best and worst places to be as delta wrecks reopening plans bloomberg measured travel vaccine coverage lockdown disruption and mortality rates bloomberg com,entre país colombia quedar en el puesto por el mal manejo de el epidemia del covid según el canal bloomberg uno verdadero desastre humanitariothe best and worst places to be as delta wrecks reopening plans bloomberg measured travel vaccine coverage lockdown disruption and mortality rates bloomberg com
Gustavo Petro,@petrogustavo,40,711,2900,['@cesarpachonagro'],espero se restablezca cesar la organización del mundo agrario y la lucha campesina lo esperan quote tweet césar pachón jan estamos en la lucha contra el covid con baja saturación de oxígeno y conectado a un respirador espero pronta recuperación no ha sido fácil por favor todos tomen medidas cuídense mucho termino con una pregunta al incompetente gobierno la vacuna pa cuando estamos muriendo ,esperar él restablecer cesar el organización del mundo agrario y el lucha campesino él esperar quote tweet césar pachón jan estar en el lucha contra el covid con bajo saturación de oxígeno y conectado a uno respirador esperar pronto recuperación no haber ser fácil por favor todo tomar medida cuídense mucho termino con uno pregunta al incompetente gobierno el vacuna pa cuando estar morir
Gustavo Petro,@petrogustavo,1000,3200,11600,"['@s', '@revistasemana']",espero que duque amplíe el duelo nacional a todas las personas que han muerto en masacres por los líderes asesinados por los excombientes firmantes de la paz acribillados y por los muertos colombianos por la pandemia con el ministro tod merecen el duelo nacionalquote tweet revista semana jan por la muerte del ministro carlos holmes trujillo presidente duque decreta tres días de duelo nacional ,esperar que duque ampleír el duelo nacional a todo el persona que haber morir en masacre por el líder asesinado por el excombient firmante de el paz acribillado y por el muerto colombiano por el pandemia con el ministro tod merecer el duelo nacionalquote tweet revista semana jan por el muerte del ministro carlos holmes trujillo presidente duque decretar tres día de duelo nacional
Gustavo Petro,@petrogustavo,41,351,972,['@naomiaklein'],el cambio climático es la metacrisis sólo si cambiamos formas de producir y consumir podremos superarla sino habrá extinción de la vida esta necesidad de cambio en vez de provocar acción de la humanidad ha lanzado parte de las clases medias hacia el fascismo y la barbariequote tweet naomi klein jan i often say that we don t win if we play my crisis is bigger than your crisis and i believe that but this here is the meta crisis all our other crises fit within it we blow it on the climate emergency we lose it all and we are blowing it that s the tweet sorry twitter com jasonhickel st…,el cambio climático ser el metacrisis sólo si cambiar forma de producir y consumir poder superar él sino haber extinción de el vida este necesidad de cambio en vez de provocar acción de el humanidad haber lanzar parte de el clase medio hacia el fascismo y el barbariequote tweet naomi klein jan i often say that we don t win if we play my crisis is bigger than your crisis and i believe that but this herir is the meta crisis all our other crises fit within it we blow it on the climate emergency we lose it all and we are blowing it that s the tweet sorry twitter com jasonhickel st …
Gustavo Petro,@petrogustavo,472,2000,11900,['@petrogustavo'],lamento que la muerte se lleve a carlos holmes trujillo la controversia y el contradictor debe tener como base común el respeto por su vida mis condolencias a su familia quote tweet gustavo petro jan espero el restablecimiento de la salud de carlos holmes trujillo hay una base común que precede cualquier discrepancia por muy profunda que sea la vida twitter com noticiasuno st…,lamento que el muerte él llevar a carlos holmes trujillo el controversia y el contradictor deber tener como base común el respeto por su vida mi condolencia a su familia quote tweet gustavo petro jan esperar el restablecimiento de el salud de carlos holmes trujillo haber uno base común que preceder cualquiera discrepancia por mucho profundo que ser el vida twitter com noticiasuno st …
Gustavo Petro,@petrogustavo,79,834,3400,['@cgtcol'],ha muerto julio roberto gómez presidente de la central general de trabajadores muchas veces trabajamos juntos otras veces nos distanciamos siempre el objetivo fue la defensa del pueblo trabajador qepdquote tweet cgt colombia jan con inmenso dolor informamos al país y al sindicalismo en el mundo el fallecimiento de nuestro querido presidente julio roberto gómez esguerra por covid paz en su tumba eterno amor y gratitud por su lucha de toda una vida al servicio de los trabajadores ,haber morir julio roberto gómez presidente de el central general de trabajador mucho vez trabajar junto otro vez yo distanciar siempre el objetivo ser el defensa del pueblo trabajador qepdquote tweet cgt colombia jan con inmenso dolor informar al país y al sindicalismo en el mundo el fallecimiento de nuestro querido presidente julio roberto gómez esguerra por covid paz en su tumba eterno amor y gratitud por su lucha de todo uno vida al servicio de el trabajador
Gustavo Petro,@petrogustavo,59,723,2300,[],aun me sorprende como recibe aplauso la emisión en favor del sistema financiero y el estrangulamiento que han hecho de la pequeña y mediana empresa de colombia que es donde está el empleo de los colombianos,aun yo sorprender como recibir aplauso el emisión en favor del sistema financiero y el estrangulamiento que haber hacer de el pequeño y mediano empresa de colombia que ser donde estar el empleo de el colombiano
Gustavo Petro,@petrogustavo,328,1700,5500,[],acabo de reunirme con dirigentes de restaurantes bares empresas de transporte escolar y otras sobre el impacto del cierre el covid y la política del gobierno y de los bancos todo ese sector solo recibió créditos de bancos y nada del subsidio de nómina adel gobierno ,acabar de reunir yo con dirigente de restaurante bar empresa de transporte escolar y otro sobre el impacto del cierre el covid y el política del gobierno y de el banco todo ese sector solo recibir crédito de banco y nada del subsidio de nómina adel gobierno
Gustavo Petro,@petrogustavo,253,1000,3200,[],para quienes sigan interesados en la discusion de nuestra propuesta economica para estos momentos de pandemia y en el mediano plazo les dejo la entrevista completa que me hizo semanaparte de mi propuesta económica para un gobierno progresista en esta es la entrevista completa que tuve con la sección económica de la revista semana y dinero youtube com,para quien seguir interesado en el discusion de nuestro propuesta economico para este momento de pandemia y en el mediano plazo él dejar el entrevista completo que yo hacer semanaparte de mi propuesta económico para uno gobierno progresista en este ser el entrevista completo que tener con el sección económico de el revista semana y dinero youtube com
Gustavo Petro,@petrogustavo,243,722,3300,[],y además te agrego mis notas de la especialización en desarrollo que hice en bélgica,y además tú agrego mi nota de el especialización en desarrollo que hacer en bélgica
Gustavo Petro,@petrogustavo,1000,1400,4900,['@sofycasas_'],ya que sacas mis notas de pregrado que hice públicas en mis redes debiste agregar mis notas de la maestría de economía igual te las mando y las de mi especialización en europa como veras estudie el tema académicamente durante ocho años the following media includes potentially sensitive content change settings view,ya que sacar mi nota de pregrado que hacer público en mi red debiste agregar mi nota de el maestría de economía igual tú el mando y el de mi especialización en europa como veras estudiir el tema académicamente durante ocho año the following medio includes  potentially sensitive content change settings view
Gustavo Petro,@petrogustavo,277,1000,2500,[],para quienes quieran profundizar en el tema de la emisión monetaria desde perspectivas no neoliberales los invito a ver en este video en que consiste la teoría de keynes keynes buscaba desarrollar el capitalismoeconomia keynesiana en minutos quédateencasa economía que es la teoría keynesiana economia keynesiana en minutoscaracterísticas explicadoteoría keynesianakeyneskeinesteoría keynesian youtube com,para quien querer profundizar en el tema de el emisión monetario desde perspectiva no neoliberal el invitar a ver en este video en que consistir el teoría de keyn keyn buscar desarrollar el capitalismoeconomia keynesián en minuto quédateencasa economía que ser el teoría keynesián economia keynesián en minutoscaracterísticas explicadoteoer keynesianakeyneskeinesteoer keynesian youtube com
Gustavo Petro,@petrogustavo,391,2300,7300,"['@jaimeflozada', '@petrogustavo']",ojalá sus hijos representante lozada sean más preparados que usted porque si lo son se darán cuenta de como en cada revista mensual del banco de la república reporta su emisión de dinero y la expansión monetaria que hace solo que toda va para la banca privada quote tweet jaime felipe lozada jan creen que imprimir billetes es como jugar tío rico está más preparado mi hijo de siete meses que para ser presidente ,ojalá su hijo representante lozado ser más preparado que usted porque si él ser él dar cuenta de como en cada revista mensual del banco de el república reportar su emisión de dinero y el expansión monetario que hacer solo que todo ir para el banca privado quote tweet jaime felipe lozada jan creer que imprimir billete ser como jugar tío rico estar más preparado mi hijo de siete mes que para ser presidente
Gustavo Petro,@petrogustavo,88,802,1800,['@german_ricaurte'],el banco central emitió en tres meses billones en meses es decir billones mensuales se transfirieron como crédito interbancario a bancos privados y estos con intereses a sus clientes entre los cuales el gobierno porque no podían transferirse directamente al gobierno quote tweet germán ricaurte jan proponer emitir billones de pesos mensuales para superar la pobreza no denota ignorancia sino deshonestidad es apelar a los instintos más básicos de quienes pasan necesidad es decirle a la gente yo sí te daría dinero para alimentar a tu familia pero ellos no quieren” ,el banco central emitir en tres mes billón en mes ser decir billón mensual él transferir como crédito interbancario a banco privado y este con interés a su cliente entre el cual el gobierno porque no poder transferir él directamente al gobierno quote tweet germán ricaurte jan proponer emitir billón de pesos mensual para superar el pobreza no denotar ignorancia sino deshonestidad ser apelar a el instinto más básico de quien pasar necesidad ser decir él a el gente yo sí tú dar dinero para alimentar a tu familia pero él no querer ”
Gustavo Petro,@petrogustavo,36,621,1400,[],conseguir que la vacuna sea bien común global es decir sin patentes de acuerdo al art del acuerdo adpic de la omc y ampliar el covax debería ser la principal lucha diplomática de duque ejecutivos del japón y unión europea se juntan en este objetivola ue y japón piden que la vacuna de covid sea un bien global común los líderes reafirmaron su compromiso con la colaboración global y una financiación sostenida para desarrollar antivirales eficaces diagnósticos tratamientos y vacunas a fin de que estén dispon gestion pe,conseguir que el vacuna ser bien común global ser decir sin patente de acuerdo al art del acuerdo adpic de el omc y ampliar el covax deber ser el principal lucha diplomático de duque ejecutivo del japón y unión europea él juntar en este objetivola ue y japón pedir que el vacuna de covid ser uno bien global común el líder reafirmar su compromiso con el colaboración global y uno financiación sostenido para desarrollar antiviral eficaz diagnóstico tratamiento y vacuna a fin de que estar dispon gestion pe
