nombre,usuario,cantidad_comentarios,cantidad_likes,Cantidad_Retweets,mencion,texto_tokenizado,lematizado
Gustavo Petro,@petrogustavo,32,285,572,['@johanmendozap'],esta es la realidad de barranquilla deslumbrada por la especulación inmobiliaria del norte se le olvidó que la mayor parte de su pueblo vive del rebusque barranquilla al sur de los hermosos edificios del norte muere de hambre y de desesperaciónquote tweet johan mp oct saben quién fue joel díaz un vendedor de bonice que murió ahogado en un arroyo de barranquilla ésto por querer rescatar el carrito que era arrastrado por el agua pensando seguro que no tenía pa pagarlo arriesgó su vida y perdió su familia no tiene pal sepelio,este ser el realidad de barranquilla deslumbrado por el especulación inmobiliario del norte él él olvidar que el mayor parte de su pueblo vivir del rebuscar barranquilla al sur de el hermoso edificio del norte morir de hambre y de desesperaciónquote tweet johan mp oct saber quién ser joel díaz uno vendedor de bonice que morir ahogado en uno arroyo de barranquilla ésto por querer rescatar el carrito que ser arrastrar por el agua pensar seguro que no tener pa pagar él arriesgar su vida y perder su familia no tener pa l sepelio
Gustavo Petro,@petrogustavo,227,520,2800,['@huffpost'],me apareció un pariente en los servicios secretos de trump quote tweet huffpost oct joseph petro also attacked secret service management for failing to protect agents from covid ,yo aparecer uno pariente en el servicio secreto de trump quote tweet huffpost oct joseph petro also attacked secret service management for failing to protect agents from covid
Gustavo Petro,@petrogustavo,18,252,444,"['@bogotalogica', '@claudialopez']",hay dos grandes grupos de poder de facto en bogotá nunca han sido elegidos pero tratan de manejar los gobiernos locales el de los especuladores inmobiliarios y el de los dueños del transporte público los políticos o los apoyan o tratan de construir una ciudad diferentequote tweet bogotá lógica oct increíble que le esté ayudando al fideicomiso de lagos de torca a brincarse las normas para que se ahorren el estudio de alternativas y la licencia ambiental igual a peñalosa para romper la reserva tvdh en mil pedazos ,haber dos grande grupo de poder de facto en bogotá nunca haber ser elegir pero tratar de manejar el gobierno local el de el especulador inmobiliario y el de el dueño del transporte público el político o el apoyar o tratar de construir uno ciudad diferentequote tweet bogotá lógico oct increíble que él estar ayudar al fideicomiso de lago de torca a brincar él el norma para que él ahorrar el estudio de alternativa y el licencia ambiental igual a peñalosa para romper el reserva tvdh en mil pedazo
Gustavo Petro,@petrogustavo,464,767,1600,"['@eltiempo', '@uinvestigativa']",este es un resumen del gobierno de duque esto es duque un estado policiaco en donde hay que destruir todo los que se llame justicia quote tweet el tiempo jul la policía ya tiene vía libre para desarrollar a gran escala estas tanquetas no tripuladas que tendrían un costo por unidad de millones de pesos y que incluirían lanzagranadas aturdidoras y cañones de gas y agua vía ,este ser uno resumen del gobierno de duque este ser duque uno estado policiaco en donde haber que destruir todo el que él llamar justicia quote tweet el tiempo jul el policía ya tener vía libre para desarrollar a gran escala este tanqueta no tripulada que tener uno costo por unidad de millón de pesos y que incluir lanzagranada aturdidora y cañón de gas y agua vío
Gustavo Petro,@petrogustavo,229,1500,2800,[],según nueva prensa uribe tenía lista a través del abogado cadena una red de narcos para declarar contra samper y acusarlo del crimen de álvaro gómez y a favor de su hermano santiago al que se acusa de asesinatos iba a cambiar a samper por santiagouribe desvió investigación de álvaro gómez hurtado para ayudar a su hermano santiago y duque le el intempestivo reconocimiento de las farc como autoras del asesinato de álvaro gómez hurtado desbarató por completo un montaje en ciernes del ex senador preso álvaro uribe vélez la fiscalía lanuevaprensa com co,según nuevo prensa uribe tener listo a través del abogado cadena uno red de narco para declarar contra samper y acusar él del crimen de álvaro gómez y a favor de su hermano santiago al que él acusar de asesinato ir a cambiar a samper por santiagouribe desviar investigación de álvaro gómez hurtado para ayudar a su hermano santiago y duque él el intempestivo reconocimiento de el farc como autora del asesinato de álvaro gómez hurtado desbaratar por completo uno montaje en cierne del ex senador preso álvaro uribe vélez el fiscalía lanuevaprensa com co
Gustavo Petro,@petrogustavo,63,938,1400,[],la policia de barranquilla intimidando a quien ha denunciado a char por recibir sobornos solicitaría a la ciudadanía de barranquilla enviar artículos de la prensa del atlántico sobre las denuncias de corrupción a char si existen videos revelarían amenazas contra denunciante de alex char la denuncia la dio a conocer el ganadero luis enrique guzmán quien señala a álex char y margarita cabello por coimas en barranquilla caracol com co,el policia de barranquilla intimidar a quien haber denunciar a char por recibir soborno solicitar a el ciudadanía de barranquilla enviar artículo de el prensa del atlántico sobre el denuncia de corrupción a char si existir video revelarir amenaza contra denunciante de alex char el denuncia él dar a conocer el ganadero luis enrique guzmán quien señalar a álex char y margarita cabello por coima en barranquilla caracol com co
Gustavo Petro,@petrogustavo,28,518,907,[],en ucrania estalla una huelga con cientos de mineros que se quedan en los tuneles subterraneos desatando solidaridad mundial en colombia miles de obreros mineros se declaran en huelga en el cerrejón y esperan su solidaridadoleg vernik the krivoy rog miners strike statement from oleg vernik chairman of pi member zakhyst pratsi on the ongoing miners strikes in ukraine progressive international,en ucrania estallar uno huelga con ciento de minero que él quedar en el tunel subterraneo desatar solidaridad mundial en colombia mil de obrero minero él declar en huelga en el cerrejón y esperar su solidaridadoleg vernik the krivoy rog miners strike statement from oleg vernik chairman of pi member zakhyst pratsi on the ongoing miners strikes in ukraine progressive international
Gustavo Petro,@petrogustavo,43,394,879,['@ismene2'],hay quien considera que el fascismo es una opinion politica más que debe ser tolerada como las demás europa aprendió que el fascismo no es sino una forma criminal de ejercicio del poder con manto de ideología su propósito es la eliminación física del progresismo y la diferenciaquote tweet rosa moreno oct ve la justicia griega sentencia que el partido neonazi amanecer dorado tercera fuerza en grecia es una banda criminal sus dirigentes han sido condenados tomen nota el fascismo no es una opinión es un crimen ,haber quien considerar que el fascismo ser uno opinion politico más que deber ser tolerar como el demá europa aprender que el fascismo no ser sino uno forma criminal de ejercicio del poder con manto de ideología su propósito ser el eliminación físico del progresismo y el diferenciaquote tweet rosa moreno oct ver el justicia griego sentencia que el partido neonazi amanecer dorado tercero fuerza en grecia ser uno banda criminal su dirigente haber ser condenar tomar nota el fascismo no ser uno opinión ser uno crimen
Gustavo Petro,@petrogustavo,115,726,1400,[],después de horas de debate en donde la mayoría de congresistas en sus discursos dijeron estar a favor de la suspensión de la licencia minera de minesa terminaron por mayoría rechazando la proposición que solicitaba la anulación de la licencia en vez de un archivo transitorio,después de hora de debate en donde el mayoría de congresista en su discurso decir estar a favor de el suspensión de el licencia minero de minesa terminar por mayoría rechazar el proposición que solicitar el anulación de el licencia en vez de uno archivo transitorio
Gustavo Petro,@petrogustavo,348,785,1700,['@radnalco'],se propaga el virus porque la alcaldía no fue capaz de implementar el sistema de salud preventiva que se propuso al subordinar la salud de los bogotano a s a las eps mercantiles se condenó a bogotá a ser una de las ciudades de mayor contagio del mundo quote tweet radio nacional co oct noticiasdelahora la alcaldesa de bogotá claudia lópez afirmó que la matemática del covid no perdona pues señaló que los casos incrementaron en la ciudad tras las movilizaciones de septiembre ,él propagar el virus porque el alcaldía no ser capaz de implementar el sistema de salud preventivo que él proponer al subordinar el salud de el bogotano a s a el eps mercantiles él condenar a bogotá a ser uno de el ciudad de mayor contagio del mundo quote tweet radio nacional co oct noticiasdelahorar el alcaldesa de bogotá claudia lópez afirmar que el matemática del covid no perdonar pues señalar que el caso incrementar en el ciudad tras el movilización de septiembre
Gustavo Petro,@petrogustavo,540,2400,13900,[],abrimos la oficina del congreso ahora iremos presencialmente al debate sobre santurban y la defensa de su agua ,abrimos el oficina del congreso ahora ir presencialmente al debate sobre santurr y el defensa de su agua
Gustavo Petro,@petrogustavo,458,2300,8500,[],álvaro uribe vélez desiste de su acción penal contra mi ,álvaro uribe vélez desiste de su acción penal contra mi
Gustavo Petro,@petrogustavo,849,1800,6700,['@vickydavilah'],mi pelea es contra la injusticia social contra la violencia y la masacre contra una política sometida a las mafias quote tweet vicky dávila oct peleasdepetroson qué opinas de las peleas de petro eldebate conéctate ya ,mi pelea ser contra el injusticia social contra el violencia y el masacre contra uno política sometido a el mafia quote tweet vicky dávila oct peleasdepetroson qué opina de el pelea de petro eldebate conéctatir ya
Gustavo Petro,@petrogustavo,219,911,2100,[],suspender los negocios de los sectores económicos vinculados con la masacre en colombia en europa la aplicación de la clausula de derechos humanos para un sector del país que cree que tiene licencia para matar a la ciudadanía petro pide al parlamento europeo aprobar suspensión de acuerdos comerciales con colombia los eurodiputados discutirán una proposición para la suspensión parcial por las graves violaciones de los derechos humanos” cometidas por el estado elespectador com,suspender el negocio de el sector económico vinculado con el masacre en colombia en europa el aplicación de el clausula de derechos humanos para uno sector del país que creer que tener licencia para matar a el ciudadanía petro pedir al parlamento europeo aprobar suspensión de acuerdo comercial con colombia el eurodiputado discutir uno proposición para el suspensión parcial por el grave violación de el derechos humanos ” cometido por el estado elespectador com
Gustavo Petro,@petrogustavo,74,469,1000,[],el gobierno no está recuperando la economía solo aplica un recetario fracasado en todo el mundo estamos en recesión económica con una caida del proponemos entregar recursos a los hogares y subsidiar la nómina de la pequeña empresa la entelequia de la recuperación económica en qué consiste la estrategia de reactivación carrasquilla se aferra a la ortodoxia neoliberal con una reforma fiscal que aumenta la tributación y más endeudamiento con el fmi las orillas co,el gobierno no estar recuperar el economía solo aplicar uno recetario fracasado en todo el mundo estar en recesión económico con uno caida del proponer entregar recurso a el hogar y subsidiar el nómina de el pequeño empresa el entelequia de el recuperación económico en qué consistir el estrategia de reactivación carrasquilla él aferrir a el ortodoxia neoliberal con uno reforma fiscal que aumentar el tributación y más endeudamiento con el fmi el orilla co
Gustavo Petro,@petrogustavo,66,230,753,[],a las cinco de esta tarde nos encontramos con la colombia humana del eje cafetero ,a el cinco de este tarde yo encontrar con el colombia humano del eje cafetero
Gustavo Petro,@petrogustavo,143,2100,3800,[],las pruebas del pago de sobornos a char por la construcción del tanque de agua más grande del mundo chat revelaría tráfico de coimas en barranquilla caracol radio conoció los chats que revelarían el tráfico de coimas denunciadas por luis enrique guzmán chams caracol com co,el prueba del pago de soborno a char por el construcción del tanque de agua más grande del mundo chat revelar tráfico de coima en barranquilla caracol radio conocer el chat que revelarir el tráfico de coima denunciado por luis enrique guzmán chams caracol com co
Gustavo Petro,@petrogustavo,3200,2900,8800,['@rcnradio'],una especie de amenaza quote tweet rcn radio oct usted nunca va a ser presidente paloma valencia a gustavo petro ,uno especie de amenaza quote tweet rcn radio oct usted nunca ir a ser presidente palomo valencia a gustavo petro
Gustavo Petro,@petrogustavo,34,665,1300,"['@a_ordonezm', '@luiserolave)', '@cidh']",el representante del estado colombiano ante procesos de la cidh es ni más ni menos quien la cidh y el consejo de estado encontró como un violador de ddhh alejandro ordoñez quote tweet alejandro ordóñez oct dr olave su trino no dice la verdad lo que dije fue que el reclutamiento no hace parte del temario de la audiencia de hoy en la lo invito a revisar la intervención y hacer las precisiones del caso a quienes siguen su cuenta twitter com luiserolave st… show this thread,el representante del estado colombiano ante proceso de el cidh ser ni más ni menos quien él cidh y el consejo de estado encontrar como uno violador de ddhh alejandro ordoñez quote tweet alejandro ordóñez oct dr olave su trino no decir el verdad él que decir ser que el reclutamiento no hacer parte del temario de el audiencia de hoy en el él invitar a revisar el intervención y hacer el precisión del caso a quien seguir su cuenta twitter com luiserolave st … show this thread
Gustavo Petro,@petrogustavo,895,1900,5100,['@rcnradio'],el ataque de trump contra mi en la florida se parece a un tiro por la culata eso pasa por tener asesores uribistas no todas las ciudadanías se dejan engañar quote tweet rcn radio oct joe biden saca puntos a donald trump en miami y gana terreno entre cubanos ,el ataque de trump contra mi en el florida él parecer a uno tiro por el culata ese pasar por tener asesor uribista no todo el ciudadanía él dejar engañar quote tweet rcn radio oct joe biden sacar punto a donald trump en miami y ganar terreno entre cubano
Gustavo Petro,@petrogustavo,202,952,3200,"['@wradiocolombia', '@jsanchezcristo)']",al contrario pienso que piedad córdoba fue utilizada por las farc que por su amor a sacar adelante la posibilidad de la paz con las farc arriesgó toda su carrera política y fue perseguida quitándole arbitrariamente su curul hay que resarcir a piedad córdoba quote tweet w radio colombia oct noticierow piedad era parlamentaria de día y ficha de las farc en la noche hijo de álvaro gómez en diálogo con julio sánchez cristo ,al contrario pensar que piedad córdoba ser utilizar por el farc que por su amor a sacar adelante el posibilidad de el paz con el farc arriesgar todo su carrera político y ser perseguir quitar él arbitrariamente su curul haber que resarcir a piedad córdoba quote tweet w radio colombia oct noticierow piedad ser parlamentario de día y ficha de el farc en el noche hijo de álvaro gómez en diálogo con julio sánchez cristo
Gustavo Petro,@petrogustavo,36,136,388,[],este es un interesante análisis desde el pesimismo de la razón sobre las perspectivas electorales del progresismo en el fondo faltan los criterios del análisis gramsciano la crisis el bloque histórico la hegemonía como seducción cultural y organizativa ,este ser uno interesante análisis desde el pesimismo de el razón sobre el perspectiva electoral del progresismo en el fondo faltar el criterio del análisis gramsciano el crisis el bloque histórico el hegemonía como seducción cultural y organizativo
Gustavo Petro,@petrogustavo,53,968,2100,[],conconcreto sobre la que recae investigación por responsabilidad fiscal por el desastre de hidroituango hará las aceras del norte de bogotá le solicito al partido verde mostrar los aportes que los dueños de esa empresa a través de propublica han hecho a sus candidatos,conconcreto sobre el que recaar investigación por responsabilidad fiscal por el desastre de hidroituango hacer el acera del norte de bogotá él solicito al partido verde mostrar el aporte que el dueño de ese empresa a través de propublico haber hacer a su candidato
Gustavo Petro,@petrogustavo,299,1700,3200,"['@lasillavacia', '@soyconservador', '@mindefensa', '@carlosholmestru', '@camaracolombia', '@cedemocratico']",ya lo saben todos los jóvenes conservadores del pais el partido conservador avala la acción del gobierno matando jóvenes en el país quote tweet la silla vacía oct elpaísenvivo el no apoyará la moción de censura contra el el miércoles en la ya cuenta con por lo menos de votos conservadores ,ya él saber todo el joven conservador del pais el partido conservador avalar el acción del gobierno matar joven en el país quote tweet el silla vacío oct elpaísenvivo el no apoyar el moción de censura contra el el miércoles en el ya contar con por él menos de voto conservador
Gustavo Petro,@petrogustavo,23,235,369,['@lopezjosedaniel'],esto es una mentira la única edificación con la capacidad de otorgar servicios hospitalarios y quirúrgicos dentro del complejo san juan de dios es la torre central demolerla es acabar con el san juan de dios quote tweet josé daniel lópez oct sanjuandedios es mucho más que la torre central causa de muchas controversias es un conjunto de edificios con gran potencial y valor patrimonial digamos la verdad es imposible que un hospital moderno funcione en la abandonada torre central se necesita nuevo hospital show this thread,este ser uno mentira el único edificación con el capacidad de otorgar servicio hospitalario y quirúrgico dentro del complejo san juan de dios ser el torre central demoler él ser acabar con el san juan de dios quote tweet josé daniel lópez oct sanjuandedio ser mucho más que el torre central causar de mucho controversia ser uno conjunto de edificio con gran potencial y valor patrimonial decir el verdad ser imposible que uno hospital moderno funcionar en el abandonado torre central él necesitar nuevo hospital show this thread
Gustavo Petro,@petrogustavo,149,930,2000,"['@dw_espanol', '@mauricio_weibel']",los tres países con más alto grado de violación de derechos humanos en américa colombia chile y venezuela quote tweet dw español oct hay tres países en súdamerica que están violando los derechos humanos en forma bastante grave que son venezuela colombia y chile en los primeros dos meses del estallido social la policía disparó cerca de dos millones de perdigones a la población análisis ,el tres país con más alto grado de violación de derechos humanos en américa colombia chile y venezuela quote tweet dw español oct haber tres país en súdamerica que estar violar el derechos humanos en forma bastante grave que ser venezuela colombia y chile en el primero dos mes del estallido social el policía disparar cerca de dos millón de perdigón a el población análisis
Gustavo Petro,@petrogustavo,55,748,1100,['@actualidadrt'],mataron a su hijo y ahora la matan a ella su delito ser líder indígena awa el duque impasible ante el crimen se llena cada vez más de la sangre de colombiaquote tweet rt en español medios afiliados al gobierno rusia oct otra líder indígena es asesinada en el sur de colombia hace meses ejecutaron a su hijo ,matar a su hijo y ahora él matar a él su delito ser líder indígén awa el duque impasible ante el crimen él llenar cada vez más de el sangre de colombiaquote tweet rt en español medio afiliado al gobierno rusia oct otro líder indígén ser asesinar en el sur de colombia hacer mes ejecutar a su hijo
Gustavo Petro,@petrogustavo,23,370,652,"['@angelicalozanoc', '@unaloficial']",que tal ponen de expertos a los congresistas del centro democrático cambio radical y al señor pinzón bueno del grupo empresarial probogota que quiero hacer lo mismo que el gea con medellín para avalar la demolición del san juan de dios encubren la corrupción de copasaquote tweet angélica lozano correa oct importante llamado hicieron expertos de diversas profesiones para que gob nal cumpla su obligación de restauración remodelación y conservación del hsjd uno de ellos es julio castellanos medico quien pasó por el san juan de dios y hoy es director de h san ignacio twitter com lopezjosedanie… show this thread,que tal poner de experto a el congresista del centro democrático cambio radical y al señor pinzón bueno del grupo empresarial probogotar que querer hacer él mismo que el gea con medellín para avalar el demolición del san juan de dios encubrar el corrupción de copasaquote tweet angélico lozano correa oct importante llamado hacer experto de diverso profesión para que gob nal cumplir su obligación de restauración remodelación y conservación del hsjd uno de él ser julio castellano medico quien pasar por el san juan de dios y hoy ser director de h san ignacio twitter com lopezjosedanie … show this thread
Gustavo Petro,@petrogustavo,34,499,956,"['@antoniosanguino', '@gabrielsantoscd', '@german_ricaurte', '@pinzonbueno', '@probogotaregion']",senador sanguino ud conforma una comisión de políticos y empresarios para sacar adelante el leonino contrato de copasa la mayor sobornadora de europa y lo hace ver como una comisión de expertos para tapar la responsabilidad de la alcaldesa en destruir el san juan de dios quote tweet antonio sanguino senador oct trabajo en equipo por el futuro de un nuevo san juan de dios integrantes de la comisión carlosrobertopombo dr jorgeospina dr juliocésarcastellanos mauriciouribe y mónicaaldana show this thread,senador sanguino ud conformar uno comisión de político y empresario para sacar adelante el leonino contrato de copasa el mayor sobornadora de europa y él hacer ver como uno comisión de experto para tapar el responsabilidad de el alcaldesa en destruir el san juan de dios quote tweet antonio sanguino senador oct trabajar en equipo por el futuro de uno nuevo san juan de dios integrante de el comisión carlosrobertopombo dr jorgeospina dr juliocésarcastellanos mauriciouribe y mónicaaldán show this thread
Gustavo Petro,@petrogustavo,25,351,556,['@antoniosanguino'],señor congresista porque su informe dice que no se puede usar el actual san juan de dios para darle respaldo a la decisión de afirmar un contrato leonino con copasa de la alcaldesa que usted apoya y no es válido el estudio ese si de expertos de la universidad nacional quote tweet antonio sanguino senador oct congresistas expertos e integrantes de la sociedad civil hacemos entrega de este informe sobre el futuro del hospital san juan de dios hemos concluido que no es viable el funcionamiento de un hospital moderno en las actuales instalaciones de la torre central show this thread,señor congresista porque su informe decir que no él poder usar el actual san juan de dios para dar él respaldo a el decisión de afirmar uno contrato leonino con copasa de el alcaldesa que usted apoyar y no ser válido el estudio ese si de experto de el universidad nacional quote tweet antonio sanguino senador oct congresista experto e integrante de el sociedad civil hacer entrega de este informe sobre el futuro del hospital san juan de dios haber concluir que no ser viable el funcionamiento de uno hospital moderno en el actual instalación de el torre central show this thread
Gustavo Petro,@petrogustavo,89,459,1700,[],a las siete de la noche por este medio los espero para comentar nuestras columnas hoy estaremos con matador ,a el siete de el noche por este medio él esperar para comentar nuestro columna hoy estar con matador
Gustavo Petro,@petrogustavo,375,1100,2600,[],la encíclica hermanos todos después de la casa comun es una pieza de análisis político y social desde el cristianismo que vale la pena comparar con el programa de colombia humana y que todo y toda cristiana debe leer iinvito aa esta discusiónel papa arremete contra el neoliberalismo y el populismo en su documento más político francisco publica su tercera encíclica ‘hermanos todos’ un análisis sobre la crisis del mundo actual en plena pandemia desde una óptica radicalmente social el mercado solo no resuelve todo” elpais com,el encíclica hermano todo después de el casa comun ser uno pieza de análisis político y social desde el cristianismo que valer el pena comparar con el programa de colombia humano y que todo y todo cristiana deber leer iinvito aa este discusiónel papa arremetir contra el neoliberalismo y el populismo en su documento más político francisco publicar su tercero encíclica ‘ hermano todo ’ uno análisis sobre el crisis del mundo actual en pleno pandemia desde uno óptica radicalmente social el mercado solo no resolver todo ” elpais com
Gustavo Petro,@petrogustavo,24,166,436,"['@luisfeolarte', '@petrogustavo']",una cosa es que la empresa privada pague sus impuestos y con ellos se haga el gasto social que necesita el país y otra es que de los impuestos que pagan empresas privadas se tome el dinero para prestarle a la más grande dejando de hacer el gasto social que se necesitaquote tweet luis felipe olarte oct  se equivoca no hay mejor ayuda social que el empleo si las empresas privadas no quiebran y generan empleo van a haber más impuestos para generar más ayudas y más familias tendrán trabajo y podrán subsistir dignamente ,uno cosa ser que el empresa privado pagar su impuesto y con él él hacer el gasto social que necesitar el país y otro ser que de el impuesto que pagar empresa privado él tomar el dinero para prestar él a el más grande dejar de hacer el gasto social que él necesitaquotar tweet luis felipe olarte oct   él equivocar no haber mejor ayuda social que el empleo si el empresa privado no quebrar y generar empleo ir a haber más impuesto para generar más ayuda y más familia tener trabajo y poder subsistir dignamente
Gustavo Petro,@petrogustavo,39,191,543,"['@cgdiaz02', '@petrogustavo']",puedes tener la seguridad que jamás le daría un préstamo de billones del erario a avianca y puede mirar las cifras de bogotá humana para observar el gran salto en atención a la primera infancia que dimos de a niños y niñas cuidadas quote tweet carlos diaz oct  porque sera que en latam cuando un político pierde una elección se convierte en oposición pero si en las próximas elecciones gana sucede lo mismo que cuando él perdió ,poder tener el seguridad que jamás él dar uno préstamo de billón del erario a avianca y poder mirar el cifra de bogotá humano para observar el gran salto en atención a el primero infancia que dar de a niño y niña cuidado quote tweet carlos diaz oct   porque sera que en latam cuando uno político perder uno elección él convertir en oposición pero si en el próximo elección ganar suceder él mismo que cuando él perder
Gustavo Petro,@petrogustavo,146,1500,3700,['@elespectador'],un país que decide darle billones a una empresa en quiebra como avianca y reduce los recursos para atender a su primera infancia absurdo e irracional uribismo toda una barbarie a lo herodesquote tweet elespectador oct lina arbeláez directora del icbf advirtió que se recortarían cupos de atención integral a primera infancia y niños en proceso de restablecimiento de derechos verían suspendidos sus servicios el faltante es de millones ,uno país que decidir dar él billón a uno empresa en quiebra como avianca y reducir el recurso para atender a su primero infancia absurdo e irracional uribismo todo uno barbarie a él herodesquotar tweet elespectador oct lina arbeláez director del icbf advertir que él recortarir cupo de atención integral a primero infancia y niño en proceso de restablecimiento de derecho ver suspendido su servicio el faltante ser de millón
Gustavo Petro,@petrogustavo,617,1100,3600,[],de la lista de asesinados entregada por las farc a la jep tres tuvieron un vínculo conmigo chucho bejarano mi profesor de economía y director de mi tesis de grado álvaro gómez con quien charlaba en sus últimos años hernando pizarro leongomez cuando estaba en el m ,de el lista de asesinado entregado por el farc a el jep tres tener uno vínculo yo chucho bejarano mi profesor de economía y director de mi tesis de grado álvaro gómez con quien charlar en su último año hernar pizarro leongomez cuando estar en el m
Gustavo Petro,@petrogustavo,98,516,1300,['@reuters'],el papa francisco dice que el libre mercado y la política de goteo para superar la pobreza le falla al conjunto de la humanidad son las voces que muestran cómo se derrumba una ideología en todo el mundo la neoliberal quote tweet reuters oct pope says free market trickle down policies fail society ,el papa francisco decir que el libre mercado y el política de goteo para superar el pobreza él fallar al conjunto de el humanidad ser el voz que mostrar cómo él derrumbir uno ideología en todo el mundo el neoliberal quote tweet reuters oct pope says free market trickle down policies fail society
Gustavo Petro,@petrogustavo,947,2000,11200,"['@julianquintanat', '@claudialopez']",entre más bicicarriles tengan las ciudades más humanas son las calles no son solo para los carros la democratización de una ciudad pasa por construirla alrededor de la gente y no de las máquinas alrededor de la vida y no de la velocidad alrededor del agua y no contra el agua quote tweet julián quintana oct no hay derecho mitad de la vía para ciclovía la cual nadie usa y el trancon de vehículos monumental que falta de todo en esta alcaldía ,entre más bicicarril tener el ciudad más humano ser el calle no ser solo para el carro el democratización de uno ciudad pasar por construir él alrededor de el gente y no de el máquina alrededor de el vida y no de el velocidad alrededor del agua y no contra el agua quote tweet julián quintana oct no haber derecho mitad de el vía para ciclovía el cual nadie usar y el trancon de vehículo monumental que faltar de todo en este alcaldía
Gustavo Petro,@petrogustavo,76,1100,2300,[],he querido como homenaje a campo e galindo profesor y activista de la colombia humana asesinado en medellín reproducir aquí su última columna que analizaré por este mismo medio a las siete de la noche epm desata la política local en medellín cuarto de hora campo elías galindo uno de los principales líderes de la colombia humana en antioquia fue asesinado el pasado primero de octubre a la edad de cuartodehora com,haber querer como homenaje a campo e galindo profesor y activista de el colombia humano asesinado en medellín reproducir aquí su último columna que analizar por este mismo medio a el siete de el noche epm desatar el política local en medellín cuarto de hora campo elía galindo uno de el principal líder de el colombia humano en antioquia ser asesinar el pasado primero de octubre a el edad de cuartodehora com
Gustavo Petro,@petrogustavo,254,1300,2600,[],a este joven la policia de carabineros de chile lo arrojó del puente durante una manifestaciónthe following media includes potentially sensitive content change settings view,a este joven el policia de carabineros de chile él arrojar del puente durante uno manifestaciónthe following medio includes  potentially sensitive content change settings view
Gustavo Petro,@petrogustavo,540,978,3700,['@vickydavilah'],la encuesta de vickyquote tweet vicky dávila oct según la encuesta de guarumo si las elecciones presidenciales fueran hoy ganaría fajardo segundo petro y tercero y cuarto fico y char usted cómo votaría show this poll,el encuesta de vickyquote tweet vicky dávila oct según el encuesta de guarumo si el elección presidencial ser hoy ganar fajardo segundo petro y tercero y cuarto fico y char usted cómo votar show this poll
Gustavo Petro,@petrogustavo,601,2100,7700,[],las farc asesinaron a alvaro gómez hurtado mataron a la derecha republicana para que accediera al poder la derecha antidemocrática ,el farc asesinar a alvaro gómez hurtado matar a el derecha republicano para que acceder al poder el derecha antidemocrático
Gustavo Petro,@petrogustavo,214,3300,14300,[],un triunfo del pueblo santandereano no habrá minería de minesa en santurbán el agua es más valiosa que el oro ,uno triunfo del pueblo santandereano no haber minería de minesa en santurbán el agua ser más valioso que el oro
Gustavo Petro,@petrogustavo,95,789,1900,['@carlosholmestru'],usted ministro ha demostrado para que sirvieron los votos del no para dejar matar un pueblo indefenso el consejo de estado declaró en sentencia que usted no cumple que el elector del no fue víctima del engaño y la manipulación y no declaró esa victoria que usted se abroga quote tweet carlos holmes trujillo oct hace años vivimos la jornada democrática que más brillo ha dado a constitución de ese día se demostró a incrédulos importancia de los mecanismos de participación y la soberanía popular uno de los mayores avances permitió que el pueblo quien dijo no hiciera escuchar su voz ,usted ministro haber demostrar para que servir el voto del no para dejar matar uno pueblo indefenso el consejo de estado declarar en sentencia que usted no cumplir que el elector del no ser víctima del engaño y el manipulación y no declarar ese victoria que usted él abrogar quote tweet carlos holmes trujillo oct hacer año vivir el jornada democrático que más brillo haber dar a constitución de ese día él demostrar a incrédulo importancia de el mecanismo de participación y el soberanía popular uno de el mayor avance permitir que el pueblo quien decir no hacer escuchar su voz
Gustavo Petro,@petrogustavo,71,1000,2000,[],la corrupción en la construcción del tanque de agua elevado más grande del mundo el intocable alexander char y la corrupción en barranquilla ,el corrupción en el construcción del tanque de agua elevado más grande del mundo el intocable alexander char y el corrupción en barranquilla
Gustavo Petro,@petrogustavo,304,1000,6100,[],en este momento me reúno con la colombia humana del magdalena ,en este momento yo reúno con el colombia humano del magdalena
Gustavo Petro,@petrogustavo,1500,1900,5500,[],esta es la búsqueda en internet hecha por la población colombiana en los últimos días por sergio fajardo en rojo federico gutiérrez en amarillo por alejandro char en violeta por juan manuel galán en verde y por gustavo petro en azul ,este ser el búsqueda en internet hecho por el población colombiano en el último día por sergio fajardo en rojo federico gutiérrez en amarillo por alejandro char en violeta por juan manuel galán en verde y por gustavo petro en azul
Gustavo Petro,@petrogustavo,203,865,2500,['@actualidadrt'],cualquiera que sea el resultado positivo o negativo de la fase iii de la vacuna rusa en venezuela debe ser observada directamente por colombia dada la homogeneidad de las poblaciones y los climas quote tweet rt en español medios afiliados al gobierno rusia oct venezuela recibió este viernes el primer cargamento de la vacuna rusa contra el coronavirus sputnik v sepa más ,cualquiera que ser el resultado positivo o negativo de el fase iii de el vacuna ruso en venezuela deber ser observar directamente por colombia dar el homogeneidad de el población y el clima quote tweet rt en español medio afiliado al gobierno rusia oct venezuela recibir este viernes el primero cargamento de el vacuna ruso contra el coronavirus sputnik v sepa más
