nombre,usuario,fecha,texto,emoticon,cantidad_comentarios,cantidad_likes,cantidad_retweets,link
Óscar Iván Zuluaga,Óscar Iván Zuluaga,,,,,,,
j.R.®,j.R.®,2021-08-12T13:10:46.000Z,¿Qué pasó con la disciplina de partido? ….,,,,,https://twitter.com/jrarenasv/status/1425806968913108995
German Guzmán,German Guzmán,2021-08-12T13:14:22.000Z,El. Uribismo va a salvarnos del uribismo. Increíble el nivel de cinismo,,,,4,https://twitter.com/Germanguzm/status/1425807875654524931
Fredy Villamil,Fredy Villamil,2021-08-12T13:15:16.000Z,"Un partido lleno de ratas , corruptos , y gente que le gusta evadir la justicia",,,,3,https://twitter.com/fredyvilla1000/status/1425808100871843840
José Julián Muñoz,José Julián Muñoz,2021-08-12T13:15:42.000Z,"Adelante 
@OIZuluaga",,,,,https://twitter.com/josejulianmunoz/status/1425808213157502981
@soy_turista,@soy_turista,2021-08-12T13:15:53.000Z,Pasará lo mismo como con Duque ,,,,4,https://twitter.com/__LaFe/status/1425808258405654532
Janet Diaz,Janet Diaz,2021-08-12T13:15:59.000Z,"Con todo respeto, su tiempo ya pasó; hágase aún costado. 
@CeDemocratico
 apoyen la candidatura de 
@MariaFdaCabal
, sin egos, sin divisiones.. Es la más opcionada..",,1,1,16,https://twitter.com/janetDi11/status/1425808281952571395
Jaider Gálvez,Jaider Gálvez,2021-08-12T13:16:23.000Z,"Dele pena yave :'v prefiero que me digan cualquier otra cosa, pero uribista? es la mayor grosería que se escucha en estos tiempos.",,,,2,https://twitter.com/yhon_galvez/status/1425808384381571077
Jose Garcia,Jose Garcia,2021-08-12T13:16:46.000Z,Desde ahora huele a quemado,,,,,https://twitter.com/joseg33k/status/1425808479541989379
DIEGO R.,DIEGO R.,2021-08-12T13:20:27.000Z,"Tu fecha de vencimiento ya pasó a la historia, no queremos mas de lo mismo",,,,,https://twitter.com/shevignon/status/1425809406147563523
José Luis A.C.A.B. Estepa,José Luis A.C.A.B. Estepa,2021-08-12T13:20:45.000Z,Le va dar soluciones al país gobernado por el partido que quiere ser la solución? Jajajajajajajaja,,,,2,https://twitter.com/Jotaep92/status/1425809482857259015
Jose mosquera herazo,Jose mosquera herazo,2021-08-12T13:22:59.000Z,La corrupcion dice que va acabar la corrupcion.,,,,1,https://twitter.com/MosqueraHerazo/status/1425810044990406657
fox,fox,2021-08-12T13:23:31.000Z,Partido de ladrones impunes,,,,,https://twitter.com/raminacional87/status/1425810178037927946
HAROLDDUVAN,HAROLDDUVAN,2021-08-12T13:29:31.000Z,Que va a hacer el doctor que no hizo duque?,,,,1,https://twitter.com/DUPLACAP/status/1425811688150818817
Harold Rodriguez,Harold Rodriguez,2021-08-12T13:29:35.000Z,"En el espectro del centro democrático, el mejor candidato que existe es el Dr Óscar Iván Zuluaga. Ahí no hay pierde.",,,,,https://twitter.com/harold_rodrig8/status/1425811706631135232
Edwin Buitrago,Edwin Buitrago,2021-08-12T13:37:03.000Z,"Doctor OIZ, si tanto le preocupa el país y tanto quiere hacer por Colombia, anuncie su apoyo a la candidatura de la senadora Cabal, quien es la persona con la que hoy nos identificamos las personas de Derecha, ella genera entusiasmo, usted, no genera ninguna emoción.",,4,1,14,https://twitter.com/edbuitre23/status/1425813582504071169
estiven,estiven,2021-08-12T13:37:08.000Z,El fundador de la desgracia y el nido de corruptos más grande del país.,,,,,https://twitter.com/estivenpg9028/status/1425813606789095428
Juan Ortega,Juan Ortega,2021-08-12T13:38:17.000Z,jajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajaja,,,,,https://twitter.com/yojuancamilo/status/1425813896384847875
Robinson Mora,Robinson Mora,2021-08-12T13:40:30.000Z,"No mano ya lo que fue fue, toca dale paso a otros.",,,,1,https://twitter.com/Robin19791/status/1425814453833109505
Porfirio,Porfirio,2021-08-12T13:42:31.000Z,Los egos. Soy Uribista pero no mas tibios si no es MARIA FERNANDO CABAL.  No le voto a nadie.,,,4,12,https://twitter.com/Eduardo70354049/status/1425814959049560064
John Murcia,John Murcia,2021-08-12T13:56:39.000Z,"Jajajajajaja exactamente, en el momento q está colombia y todo gracias a su partido es q nadie votará por ninguno del CD.. partido lleno de corrupción y de hampones",,,,1,https://twitter.com/johnmurba/status/1425818515664166912
tutrina,tutrina,2021-08-12T14:14:53.000Z,"Ósea darle solución a los problemas que ustedes ocacionaron ? Sin vergüenzas !! 
EL URIBISMO ES EL PROBLEMA !!",,,,6,https://twitter.com/tutrinos/status/1425823103985364992
𝓔 𝓶 𝓶 𝓪,𝓔 𝓶 𝓶 𝓪,2021-08-12T14:14:58.000Z,Ojalá que no la encuentres y te pierdas en el camino,,,,1,https://twitter.com/Maria_Galvan07/status/1425823127607472133
Andrés Osorio,Andrés Osorio,2021-08-12T14:50:10.000Z,"Que pasa Oscarito, se te está acabando la plata? Y ahora necesitas como sea recuperar, usted es otro viejo hampon de los de toda la vida que nos tienen como uno de los países más pobres, corruptos y desiguales del mundo.",,,,1,https://twitter.com/Bogothano/status/1425831985977647104
Gladys E,Gladys E,2021-08-12T14:52:43.000Z,Felicitaciones dr Zuluaga!!,,,,1,https://twitter.com/gladys290860/status/1425832626670260224
Julia Esther Caicedo Rosero,Julia Esther Caicedo Rosero,2021-08-12T14:58:17.000Z,MARIA FERNANDA CABAL  ES LA INDICADA ZULUAGA NO MAS,,,,1,https://twitter.com/julia_rosero/status/1425834026812641282
Roberto Benítez,Roberto Benítez,2021-08-12T14:58:42.000Z,El títere corrupto de odebrech,,1,,1,https://twitter.com/Robertoxv1t/status/1425834133729669124
Luis Rebel,Luis Rebel,2021-08-12T15:28:58.000Z,"Doctor. En todas las instancias de justicia, aun las de tinte mamerto, se demostró su inocencia.",,,,1,https://twitter.com/luisRebel_/status/1425841747058479104
cristian hernandez,cristian hernandez,2021-08-12T13:43:25.000Z,Dr Óscar su tiempo paso...UD es un refrito,,,,,https://twitter.com/chernandez12345/status/1425815184497651714
Rafa Lopez,Rafa Lopez,2021-08-12T13:47:28.000Z,,,,,,https://twitter.com/RafaLop79593375/status/1425816205810622467
Vladimir8311,Vladimir8311,2021-08-12T13:53:36.000Z,"Con ese hermoso baile que haces , tendrás muchos electores.",,,,,https://twitter.com/vlacheco/status/1425817749004095488
Javier Jimenez,Javier Jimenez,2021-08-12T13:57:47.000Z,,,,,,https://twitter.com/Javierdrocker/status/1425818802437099520
Alvaro DoriaP.,Alvaro DoriaP.,2021-08-12T13:58:05.000Z,Naaaa! mejor quédese tomando valeriana señor Zuluaga,,,,,https://twitter.com/Alvaritodoria/status/1425818876542013444
Dudodetodo,Dudodetodo,2021-08-12T14:17:58.000Z, esta gente vive en un mundo paralelo. Según eso nos va a salvar de quién? De ellos mismos?,,,,,https://twitter.com/dudodetodo/status/1425823879608496132
Alejandro Rendón,Alejandro Rendón,2021-08-12T14:21:53.000Z,"Favor, si vé no tiene la aceptación requerida, sea hombre de altura y de paso al lado, dejando a los de la fuerza actual, no se vaya a quedar atomizado la votacion de la derecha en favor de otros",,,,,https://twitter.com/artendon/status/1425824866570285057
Andres Mejia,Andres Mejia,2021-08-12T14:28:42.000Z,Cuente conmigo,,,,,https://twitter.com/ShellAndres1979/status/1425826582871031809
Julia Esther Caicedo Rosero,Julia Esther Caicedo Rosero,2021-08-12T15:00:10.000Z,SI NO DESISTE ZULUAGA CREO QUE MARIA FERNANDA CABAL  DEBERIA LANZARSE  COMO INDEPENDIENTE,,,3,11,https://twitter.com/julia_rosero/status/1425834500370538497
YoNoVotéporClaudiaLópez!,YoNoVotéporClaudiaLópez!,2021-08-12T15:18:03.000Z,"Ud se comportó como un cobarde cuando perdió las elecciones, no se defendió y no hizo oposición, se escondió hasta ahora y se quiere hacer elegir solo porque es uno de los fundadores del CD, que mérito",,1,2,5,https://twitter.com/kamaleonxx/status/1425839000334606343
La hormiguita hippie,La hormiguita hippie,2021-08-12T16:41:26.000Z,"De acuerdo, no defendió su buen nombre va a defender un país que cada día está más amenazado.",,,,1,https://twitter.com/hippiehormiga/status/1425859986798829571
Objeción Conciencia,Objeción Conciencia,2021-08-12T15:20:28.000Z,RT,,,8,17,https://twitter.com/OBJECONCIENCIA/status/1425839609385263108
Angela,Angela,2021-08-12T15:20:43.000Z,Creo q debe pensarlo mejor no le haga ese daño a las próximas elecciones usted ya pasó su cuarto de hora... deje a otro enfrentar al mayor enemigo de Colombia y su democracia  todos sabemos quien es...,,,,3,https://twitter.com/cabo_angee/status/1425839674904485889
