nombre,usuario,fecha,texto,emoticon,cantidad_comentarios,cantidad_likes,cantidad_retweets,link
Gustavo Petro,Gustavo Petro,,,,,,,
Nicolás Cardona,Nicolás Cardona,2020-07-02T19:46:26.000Z,Entonces su posición como Senador es ilegitimo debido a que depende de la victoria de Duque?,,34,8,62,https://twitter.com/CardonaNL/status/1278777068961087488
Andrea,Andrea,2020-07-02T19:47:59.000Z,Su posición es de Presidente legitimo de la república de Colombia.,,8,9,176,https://twitter.com/Andrea_Q23/status/1278777458968444934
Capikhal,Capikhal,2020-07-02T19:46:34.000Z,Puros buenos muchachos,,5,5,28,https://twitter.com/capikhal/status/1278777104017088513
Cristian Rodriguez,Cristian Rodriguez,2020-07-02T19:53:37.000Z,,,18,5,17,https://twitter.com/_kenzaburo/status/1278778877238743046
Abogados por Colombia,Abogados por Colombia,2020-07-02T19:46:53.000Z,A tu lado siempre ,,2,1,18,https://twitter.com/colectivoaboga/status/1278777181271883777
Lina Maria Garcia R,Lina Maria Garcia R,2020-07-02T19:47:00.000Z,Esta demente... Que obsecion de poder...,,25,5,278,https://twitter.com/pinchadita/status/1278777212993404928
jpca,jpca,2020-07-02T19:47:40.000Z,Demente crear una cuenta de twitter solo para escribir barrabasadas,,1,2,64,https://twitter.com/CotishoArias/status/1278777380656615435
.,.,2020-07-02T19:47:24.000Z,"Se sabía desde el primer día pero nada hicimos, los E-14 solo eran la punta del iceberg",,,3,17,https://twitter.com/_art_hur__/status/1278777313568702469
Schneider Alejandro,Schneider Alejandro,2020-07-02T19:47:44.000Z,"No ganó, no invente! Lo debería ver desde este punto: Mire con el petardo q perdió! Donde lo deja eso a usted.",,10,3,84,https://twitter.com/_Blues07/status/1278777395223367681
Medardo Jaime,Medardo Jaime,2020-07-02T19:48:00.000Z,Usted si es demasiado resentido e inflado,,15,5,195,https://twitter.com/MedardoJaime/status/1278777463229775874
Andrea,Andrea,2020-07-02T19:48:18.000Z,En 2022 te reelegimos.,,11,18,268,https://twitter.com/Andrea_Q23/status/1278777537158668288
Diego Cueva,Diego Cueva,2020-07-02T19:50:02.000Z,"Porque hasta el 2022? Yo sé q soy un poco utópico, pero deberíamos marchar hasta q renunciara Duque y Petro empezara su periodo de 4 años.",,64,24,177,https://twitter.com/dacuevac/status/1278777976688201728
Jjacuña,Jjacuña,2020-07-02T19:48:50.000Z,"Usted nunca será presidente , de Colombia ...y no gano nunca la elección.",,5,2,69,https://twitter.com/jjacuna123/status/1278777674249404416
 miike™ , miike™ ,2020-07-02T19:49:27.000Z,"Que tenga palabra 
@IvanDuque",,1,8,19,https://twitter.com/miike1201/status/1278777827886850048
Juan Diego Rivera,Juan Diego Rivera,2020-07-02T19:49:48.000Z,Y una de las consecuencias es esto...,,1,5,13,https://twitter.com/rivera_diegob/status/1278777916306882560
Hernando Poveda,Hernando Poveda,2020-07-02T19:49:50.000Z,"Todo esta muy claro, duque no es presidente, ojala la justicia obre rapido.",,50,9,172,https://twitter.com/herpome/status/1278777924599132163
Julian Mejía Rojas,Julian Mejía Rojas,2020-07-02T19:50:31.000Z,"En ese momento, en 2018, hubiera deseado que así fuera, pero hoy día, agradezco que no lo fue. No me imagino la persecución de amor por haber votado por Fajardo en primera vuelta, así en segunda votara por Petro. No me imagino el petrismo empoderado si sin estarlo son terribles.",,7,1,26,https://twitter.com/JuliMejiaRojas/status/1278778097236619271
𝓙𝓾𝓼𝓽 𝓙𝓾𝓪𝓷𝓚,𝓙𝓾𝓼𝓽 𝓙𝓾𝓪𝓷𝓚,2020-07-02T20:49:59.000Z,Yo estoy seguro que Petro en el poder es capaz de revivir la reelección al estilo Evo.,,3,1,9,https://twitter.com/JuankArrieta/status/1278793061942902784
William Bravo,William Bravo,2020-07-02T19:52:29.000Z,"Este sujeto, no le fue suficiente el dinero que recibió de la narcodictadura Venezuela.
Esta acostumbrado hacer fraude, hacer alianza con narcotraficantes.
El cabecilla de la colombia humana miente, pero siempre lo hace desde cuando hizo parte grupo terrorista M19",,47,16,183,https://twitter.com/william_1979/status/1278778590570610688
Jhon justicia y paz,Jhon justicia y paz,2020-07-02T20:10:12.000Z,Qué ignorancia ,,1,,11,https://twitter.com/GallegoEddier/status/1278783048545374212
ⓚⓔⓥⓘⓝ ⓐⓝⓓⓡⓔⓢ,ⓚⓔⓥⓘⓝ ⓐⓝⓓⓡⓔⓢ,2020-07-02T20:58:28.000Z,"¿No se ha puesto a pensar que Duque no compró votos, sino que Petro compró su derrota con 4 años de corrupción en la alcaldía de Bogotá? Piense...",,3,8,39,https://twitter.com/ElDestrino/status/1278795196361330688
gopb15,gopb15,2020-07-02T19:54:00.000Z,"Samper fué financiado por el narcotráfico, no gobernó con ellos: Es una vergúenza. Duque que fué financiado y  gobierna con el narcotráfico: qué es.",,3,30,74,https://twitter.com/gopb15/status/1278778974240415750
kiss me,kiss me,2020-07-02T19:54:16.000Z,"No solo manchado de corrupción, también está manchado de sangre..AL ÑEÑE LO MATARON, EL NO SE MURIÓ, LO MATARON.",,,5,10,https://twitter.com/LrvmSas/status/1278779041793953798
Andrés Múnera Alzate,Andrés Múnera Alzate,2020-07-02T19:54:34.000Z,"Replying to 
@petrogustavo",,,1,16,https://twitter.com/MuneraAndres/status/1278779115382935552
Mamerto Progresista.,Mamerto Progresista.,2020-07-02T19:54:57.000Z,"@IvanDuque
 Es el presidente Interino de Colombia.",,3,7,35,https://twitter.com/ProgresistasUP/status/1278779211340267522
Juan Pablo,Juan Pablo,2020-07-04T19:58:34.000Z,"El 
@jguaido
 colombiano (?)",,,,1,https://twitter.com/Juanpablop21/status/1279504899630342145
La Opinión Crítica,La Opinión Crítica,2020-07-02T19:56:06.000Z,Jajajajajajjaja mka Pendejo..,,1,4,43,https://twitter.com/OpinionCriticaC/status/1278779501263159297
ANDRES MUÑOZ,ANDRES MUÑOZ,2020-07-02T19:56:16.000Z,"No imagino este país, en pandemia y con usted de presidente...",,19,4,122,https://twitter.com/andresemunoz/status/1278779543092936706
Katrina,Katrina,2020-07-02T19:57:48.000Z,"Oiga 
@petrogustavo
 , Yo no me considero petrista pero voté por usted. Y estoy total/ de acuerdo con usted, si hubo fraude, si hubo compra de votos por parte de narcotraficantes en la campaña de 
@IvanDuque
 y a usted le robaron la presidencia...",,84,222,1K,https://twitter.com/MilesHMora2/status/1278779928423665665
Jubadithlhs1303022208,Jubadithlhs1303022208,2020-07-02T20:19:07.000Z,Jajajajajaja que gente tan estupida,,28,2,219,https://twitter.com/Jubadithlhs1301/status/1278785295677349901
POR LA DERECHA SIEMPRE!!!,POR LA DERECHA SIEMPRE!!!,2020-07-02T19:58:20.000Z,"En la casa de nariño te están esperando para entregarte la presidencia, vaya corriendo, upa pues mucho payaso este sicotico!!",,20,11,112,https://twitter.com/fredyhcar/status/1278780065132797952
Luis Anibal Zuleta gallego,Luis Anibal Zuleta gallego,2020-07-02T20:01:08.000Z,Cuando será que a este idiota se le calma la envidia...? Yo creo que cuando se vuelva una persona ejemplar... Y sabe cuando se vuelve una persona ejemplar? NUNCA PORQUE BANDIDO ES BANDIDO,,8,12,33,https://twitter.com/zuleta_gallego/status/1278780767171215367
Juliana Alvarado R,Juliana Alvarado R,2020-07-02T20:04:45.000Z,"El problema psiquiátrico que tiene es increíble, usted no ganó, porfavor entiéndalo ya.",,69,10,360,https://twitter.com/JuliAlvarado23/status/1278781678933159936
Iván Jairt Guarin M,Iván Jairt Guarin M,2020-07-02T20:04:48.000Z,"Si, pero el tiempo pasa y debemos organizarnos para que no vuelva suceder. Denuncias masivas de compra de votos y sus redes, miles de jurados, testigos y escrutadores electorales, auditoría software de la registraduría, movilización social, muchas cosas que hacer.",,4,9,26,https://twitter.com/IjGuarin/status/1278781691138650118
Andres,Andres,2020-07-02T20:08:35.000Z,,,4,14,61,https://twitter.com/nahunandres/status/1278782643656679435
Manchini Hermenegildo Zegna,Manchini Hermenegildo Zegna,2020-07-02T20:10:57.000Z,la gente de Narnia te aclama... el castillo Imperial te espera para posesionarte... te van a coronar... JAJAJAJAJAJA JAJAJAJAJAJA... pecueca indultada,,,7,31,https://twitter.com/mancho646/status/1278783237389725696
MARCELA SIERRA ॐ,MARCELA SIERRA ॐ,2020-07-02T20:11:07.000Z,Afirmó que jamás serás presidente. Punto se acabó.,,4,4,29,https://twitter.com/MARCESIERRAROD/status/1278783283011215376
Gratiniano.es,Gratiniano.es,2020-07-02T19:56:33.000Z,Debe renunciar y se deben adelantar las elecciones del 2022...,,2,2,13,https://twitter.com/JuanGratiniano/status/1278779616195477504
30 Veces SI,30 Veces SI,2020-07-02T21:41:31.000Z,Con esta pandemia? No se debe hacer! Lo más justo sería que estos dos años lis gobierne el que ganó legalmente y los otros a la cárcel.,,4,1,7,https://twitter.com/30Mamerta/status/1278806031863361537
millosalem_MS,millosalem_MS,2020-07-02T20:00:06.000Z,"Replying to 
@petrogustavo",,,1,5,https://twitter.com/millosalem/status/1278780506730123264
Carlos.,Carlos.,2020-07-02T20:03:13.000Z,"Si el presidente de narnia y twitter   , entiendalo usted fue el culpable de su derrota no un software , ni compra de votos a Duque no le hubiera alcanzado con eso para ganar una presidencia , no llore mas y cambie su discurso de mentiras , de odio de clases , reinventese.",,4,1,12,https://twitter.com/carlosduqmar/status/1278781294126776322
Guillermo RodrÍguez,Guillermo RodrÍguez,2020-07-03T21:51:22.000Z,"Carlos ,    Que mas se puede esperar de ese resentido social",,1,,1,https://twitter.com/gre442/status/1279170898705223684
Maxuel Orlando 'El coyote' Ormasa,Maxuel Orlando 'El coyote' Ormasa,2020-07-02T20:12:01.000Z,"¿Lo dudabas, muñeco?",,,1,10,https://twitter.com/Andres78007245/status/1278783509600100362
Cactus3X,Cactus3X,2020-07-02T20:12:31.000Z,Jajajajajaja se acabó de chiflar el cacas!!,,1,,2,https://twitter.com/Cactus3X/status/1278783633743060993
#ProgresistaSigueProgresista,#ProgresistaSigueProgresista,2020-07-02T20:17:15.000Z,"Que no quede la  menor duda de esa elección es fraudulenta y ilegítima.

#DuqueRenuncie",,6,93,147,https://twitter.com/JulianG40747584/status/1278784824975777794
Susana Jiménez,Susana Jiménez,2020-07-02T20:18:29.000Z,El azúcar te tiene loco,,4,6,39,https://twitter.com/SusanaJimePa/status/1278785133525577734
LMendoza,LMendoza,2020-07-02T21:55:07.000Z,"Que locura la de este desquiciado. Jajaja, se compraron 2.500.000.
La pregunta es en cuántos departamentos; porque para esa cifra !!!!!",,,3,15,https://twitter.com/LMendoz86808862/status/1278809454054723584
Andres Solano,Andres Solano,2020-07-02T20:19:45.000Z,"Este man deberia escribir libretos para hollywood o mejor aun,para la rosa de guadalupe",,3,3,80,https://twitter.com/solanoanfer1/status/1278785454301679616
