nombre,usuario,fecha,texto,emoticon,cantidad_comentarios,cantidad_likes,cantidad_retweets,link
Oscar Leottau Diaz,Oscar Leottau Diaz,2021-08-15T22:24:11.000Z,Hablas de unir y al tiempo de dividir?,,,,1,https://twitter.com/OLEOTTAU/status/1427033405850533892
German,German,2021-08-15T22:24:19.000Z,"El uribismo ahora va a empezar a amenazarnos dizque con que nos vamos volver Perú si no votamos por ellos. El cambio discursivo es porque ya nos volvieron Venezuela, comparemos la devaluacion, estamos despues de los Vzlanos.",,,,3,https://twitter.com/gecrepe/status/1427033437970501645
El Partisano,El Partisano,2021-08-15T22:25:01.000Z,Corrupto estuviste implicando en el escándalo de Odebrecht y venís a hablar de Valores,,,2,6,https://twitter.com/eiderorozco/status/1427033616681406466
ALBEIRO PALACIO MONTES,ALBEIRO PALACIO MONTES,2021-08-15T22:25:37.000Z,"Hay que proteger al país del Uribismo que éste otro adefesio representa (el otro adefesio es 
@MariaFdaCabal
 )
Solo son buenos para hablar , nada más.
Ojo con el 2022.",,,2,,https://twitter.com/ALBEIROPM/status/1427033766493573122
Many,Many,2021-08-15T22:25:46.000Z,"Enumere las libertades que se están perdiendo con 
@JoeBiden
 en USA ! Lo escucho :",,,,1,https://twitter.com/vicarca_/status/1427033804259041286
Adrian Espinosa,Adrian Espinosa,2021-08-15T22:26:07.000Z,"Aseñor ZULUAGA, ya que doctorado no tiene, la idea es no caer en populismos a secas, el populismo mañoso de URIBE por ejemplo, y no es el sistema económico el que restringe libertades, es el sistema de gobierno quien lo hace.  La democracia se protege dándole espacio a todos.",,,1,,https://twitter.com/admaesmo/status/1427033893794893832
Mamerto Gaitanista,Mamerto Gaitanista,2021-08-15T22:26:47.000Z,Ya todos estamos unidos contra la dictadura uribista de turno que persigue masacra y desaparece a quienes no comparten sus ideas narcoestatales,,,1,6,https://twitter.com/darkjoke123/status/1427034059277021187
Esperanza Vargas Gómez,Esperanza Vargas Gómez,2021-08-15T19:40:17.000Z,"Todo en el uribismo es una pantalla, absuelven a su hijito para hacer creer que todo está bien para que se lance a la presidencia",,,,,https://twitter.com/espevargasg/status/1426992157047599105
Maozid12345,Maozid12345,2021-08-15T19:40:31.000Z,Positivo para imbécil y quemado,,,,,https://twitter.com/Maozid123451/status/1426992215793020930
BonHiPuma,BonHiPuma,2021-08-15T19:40:40.000Z,"Otra marioneta de Uribeto, ni 5 de probabilidad que pase lo mismo que con el otro marioneto",,,,,https://twitter.com/puma_hi/status/1426992255534080000
Jose Maria Arrieta,Jose Maria Arrieta,2021-08-15T19:40:49.000Z,Será para seguir robando,,,,,https://twitter.com/jmarrietalora/status/1426992292905295877
