nombre,usuario,fecha,texto,emoticon,cantidad_comentarios,cantidad_likes,Cantidad_Retweets
Ing Rodolfo Hernandez !,@ingrodolfohdez,2021-05-20T15:12:56.000Z,LA VIOLENCIA GENERA MÁS VIOLENCIA #IngRodolfo #ParoNacional20M #NoMasViolencia0:05 / 0:47,,19,36,116,https://twitter.com/ingrodolfohdez/status/1395397132170022916
Ing Rodolfo Hernandez !,@ingrodolfohdez,2021-05-14T19:46:19.000Z,"¿Qué hace el presidente 
@IvanDuque
 reuniéndose con los politiqueros que han llevado al país a la miseria? Presidente Duque: ¡Es con la gente, con el pueblo, con los campesinos, con los jóvenes, con los estudiantes y los trabajadores! #IngRodolfo #14MCésar Gaviria se reunirá este sábado con Iván Duque
semana.com",,39,119,362,https://twitter.com/ingrodolfohdez/status/1393291605365374981
Ing Rodolfo Hernandez !,@ingrodolfohdez,2021-05-14T15:52:12.000Z,"El Presidente 
@IvanDuque
 debe dar una muestra de grandeza y destituir no solo a los que apretaron el gatillo, sino a los que dieron la orden. Debe desmontar el #Esmad",,75,121,601,https://twitter.com/ingrodolfohdez/status/1393232686873989125
Ing Rodolfo Hernandez !,@ingrodolfohdez,2021-05-13T21:50:35.000Z,DENUNCIO LA PERSECUCIÓN POLÍTICA #IngRodolfo #NoRobar #NoMentir #NoTraicionar #CeroImpunidad,,63,110,303,https://twitter.com/ingrodolfohdez/status/1392960491870371849
Ing Rodolfo Hernandez !,@ingrodolfohdez,2021-05-06T23:23:00.000Z,¿QUIÉNES SON LOS RESPONSABLES DE LO QUE ESTÁ PASANDO???????,,34,160,397,https://twitter.com/ingrodolfohdez/status/1390447033727819779
Ing Rodolfo Hernandez !,@ingrodolfohdez,2021-05-06T22:39:11.000Z,"Bucaramanga fue ejemplo nacional de protesta pacífica ayer #5M y mi invitación es a continuar así el #ParoNacional en el parque San Pío en donde la ciudadanía se sigue manifestando a través de dinámicas culturales, música, actos simbólicos de paz y sin abuso de autoridad.",,15,57,368,https://twitter.com/ingrodolfohdez/status/1390436004490797057
Ing Rodolfo Hernandez !,@ingrodolfohdez,2021-05-06T16:10:06.000Z,"Entrevista con Antonio MerlanoIng Rodolfo Hernandez !
@ingrodolfohdez
Entrevista con Antonio Merlano
pscp.tv",,19,48,98,https://twitter.com/ingrodolfohdez/status/1390338091177582592
Ing Rodolfo Hernandez !,@ingrodolfohdez,2021-05-04T19:30:14.000Z,"Estos incendios sociales no se apagan echando bala y quieren atacar las consecuencias porque las causas son ellos: esta casta de ladrones impunes que nos gobierna solo para mantener los privilegios, los lujos y el despilfarro que ha desangrado al país hace más de 30 años.",,53,329,943,https://twitter.com/ingrodolfohdez/status/1389663678451130373
Ing Rodolfo Hernandez !,@ingrodolfohdez,2021-05-03T15:34:26.000Z,¡Los espero esta noche 8:00 p.m.! En todas mis redes sociales ,,21,51,212,https://twitter.com/ingrodolfohdez/status/1389241952072257544
Ing Rodolfo Hernandez !,@ingrodolfohdez,2021-05-01T17:17:42.000Z,¡QUEREMOS SABER LA VERDAD DE LO QUE ESTÁ PASANDO!,,20,133,337,https://twitter.com/ingrodolfohdez/status/1388543163871244298
Ing Rodolfo Hernandez !,@ingrodolfohdez,2021-05-01T15:27:52.000Z,"Lo que pasa en Cali, Medellín, Bogotá y toda Colombia es la consecuencia de haber votado por atracadores y ladrones que solo les importa sus intereses personales. #ColombiaResiste #ParoIndefinido",,103,540,"1,7 mil",https://twitter.com/ingrodolfohdez/status/1388515521965006854
Ing Rodolfo Hernandez !,@ingrodolfohdez,2021-04-29T15:00:11.000Z,#LoDijoElInge,,23,94,332,https://twitter.com/ingrodolfohdez/status/1387783780644134915
Ing Rodolfo Hernandez !,@ingrodolfohdez,2021-04-28T14:40:12.000Z,"Imprudente una #ReformaTributaria que le saca la comida de la boca a los más pobres de Colombia.
.
#HacerParoEs #28AbrilParoNacional",,27,93,463,https://twitter.com/ingrodolfohdez/status/1387416363388620800
Ing Rodolfo Hernandez !,@ingrodolfohdez,2021-04-27T19:12:34.000Z,Este gobierno son unos descarados comprando aviones de guerra mientras los Colombianos se mueren de hambre ¡APOYO TOTAL AL PARO NACIONAL #28A ! Marchemos pacíficamente.,,46,257,1 mil,https://twitter.com/ingrodolfohdez/status/1387122517664571398
Ing Rodolfo Hernandez !,@ingrodolfohdez,2021-04-27T16:35:38.000Z,¡Que tal! Los concejales de #Floridablanca exigiendo que no se les diga ladrones ni atracadores cuando son los ciudadanos del pueblo quienes lo dicen. Estos politiqueros nos amenazan con callarnos. Les informamos que aquí todos estamos listos para darnos esta lucha por la gente.,,27,40,182,https://twitter.com/ingrodolfohdez/status/1387083024949465091
Ing Rodolfo Hernandez !,@ingrodolfohdez,2021-04-12T01:05:07.000Z,#LoDijoElInge,,19,42,226,https://twitter.com/ingrodolfohdez/status/1381413033445064709
Ing Rodolfo Hernandez !,@ingrodolfohdez,2021-04-10T20:41:13.000Z,"No dejan a los pobres trabajar, los tienen encerrados y nos ponen una reforma tributaria mientras los politiqueros hacen fiestas en la gobernación ¡háganme el favor!

https://eltiempo.com/colombia/santander/cumpleanos-mauricio-aguilar-denuncian-masiva-celebracion-del-gobernador-579760…",,19,71,200,https://twitter.com/ingrodolfohdez/status/1380984233775263747
Ing Rodolfo Hernandez !,@ingrodolfohdez,2021-04-09T21:14:01.000Z,IVA y Reforma Tributaria,,16,77,236,https://twitter.com/ingrodolfohdez/status/1380630098550853636
Ing Rodolfo Hernandez !,@ingrodolfohdez,2021-04-07T21:36:54.000Z,"Resultó 
@JDCavanzoOrtiz
 más mentiroso que 
@JCardenasReyCitar Tweet
CONTACTO DIRECTO
@HenryPinzon10
 · 7 abr.
Atención !
Secretario del interior de Bucaramanga @JDCavanzoOrtiz aseguró en entrevista a Vanguardia que los hurtos han disminuido en un 30 % con corte al 31 de marzo /21.
@ELTIEMPO 
@RevistaSemana 
@Juanmgonzalez56 
@AlcaldiaBGA 
@JCardenasRey",,25,18,56,https://twitter.com/ingrodolfohdez/status/1379911084614762501
Ing Rodolfo Hernandez !,@ingrodolfohdez,2021-04-07T17:45:34.000Z,¿Están de acuerdo? ,,24,14,147,https://twitter.com/ingrodolfohdez/status/1379852867037765634
Ing Rodolfo Hernandez !,@ingrodolfohdez,2021-04-07T17:45:06.000Z,#NoRobar #NoMentir #NoTraicionar #CeroImpunidad,,21,63,270,https://twitter.com/ingrodolfohdez/status/1379852748510879753
Ing Rodolfo Hernandez !,@ingrodolfohdez,2021-04-06T19:42:21.000Z,"“No me voy a Aliar con ladrones, me voy a Aliar con el pueblo“ Rodolfo Hernández, un fenómeno electoral.
Leer 
https://facebook.com/100044229889375/posts/321278116023182/?extid=0&d=n…",,22,48,217,https://twitter.com/ingrodolfohdez/status/1379519867699802114
Ing Rodolfo Hernandez !,@ingrodolfohdez,2021-04-04T21:34:27.000Z,#LoDijoElInge,,14,30,207,https://twitter.com/ingrodolfohdez/status/1378823304912375808
Ing Rodolfo Hernandez !,@ingrodolfohdez,2021-04-03T21:45:40.000Z,#CapsulasParaLaMemoria: ¡ENFRENTAMIENTO EN EL CONSEJO ELECTORAL!,,11,58,159,https://twitter.com/ingrodolfohdez/status/1378463739746394115
Ing Rodolfo Hernandez !,@ingrodolfohdez,2021-03-31T15:09:11.000Z,"COLOMBIANOS, EL PROGRAMA “5 MINUTOS CON EL INGENIERO” TENDRÁ UNA PAUSA DE SEMANA SANTA.

Retomamos el miércoles 21 de Abril, cuídense mucho en estos días ¡un abrazo para todos!",,4,4,85,https://twitter.com/ingrodolfohdez/status/1377276798086578179
Ing Rodolfo Hernandez !,@ingrodolfohdez,2021-03-17T13:20:29.000Z,"Si 15 millones de pobres salen a votar ¡los politiqueros tienen los días contados!
.
#NoRobar #NoMentir #NoTraicionar #CeroImpunidad #IngRodolfoHernandez",,32,107,343,https://twitter.com/ingrodolfohdez/status/1372176011597639681
Ing Rodolfo Hernandez !,@ingrodolfohdez,2021-03-16T14:37:28.000Z,¡CRECE EL APOYO PARA EL INGENIERO RODOLFO HERNÁNDEZ! ¡Ya esta cuarto en las encuestas a Nivel Nacional!,,79,109,585,https://twitter.com/ingrodolfohdez/status/1371832996832108556
Ing Rodolfo Hernandez !,@ingrodolfohdez,2021-03-16T14:25:00.000Z,"Los politiqueros quieren tener el control de todos los órganos de control, porque saben que controlando a los encargados de fiscalizar las elecciones podrán comprar votos tranquilamente.",,5,30,122,https://twitter.com/ingrodolfohdez/status/1371829859383709697
Ing Rodolfo Hernandez !,@ingrodolfohdez,2021-03-16T01:02:09.000Z,"Hable con El Ingeniero 2021 #ENVIVO  aquí :Ing Rodolfo Hernández Suarez - ¡LOS POLITIQUEROS QUIEREN PONER AL...
Programa # 74 de Hable con el Ingeniero
facebook.com",,7,6,36,https://twitter.com/ingrodolfohdez/status/1371627815930580996
Ing Rodolfo Hernandez !,@ingrodolfohdez,2021-03-12T19:22:35.000Z,"¡LOS POLITIQUEROS QUIEREN PONER AL NUEVO PRESIDENTE!1:48
3,2 mil reproducciones",,25,48,173,https://twitter.com/ingrodolfohdez/status/1370455195528916995
Ing Rodolfo Hernandez !,@ingrodolfohdez,2021-03-12T14:09:19.000Z,Entrevista con Voces Rovinenses a través de Instagram  https://instagram.com/vocesrovirenses/live/…,,,4,21,https://twitter.com/ingrodolfohdez/status/1370376362440134656
Ing Rodolfo Hernandez !,@ingrodolfohdez,2021-03-11T16:21:01.000Z,"Primero fueron los contratos que le entregó a la hija el presidente del concejo de Bucaramanga y ahora la procuraduría nos sale con esto ¡háganme el favor!Citar Tweet
Oscar Jahir Hernández Rugeles
@oscarjahir_
 · 10 mar.
Cuándo se pregunten por los resultados de la Procuraduría Regional de #Santander, recuerden la forma en que allí adentro se hace el reparto de los casos. Pisotearon la dignidad de la justicia convirtiendo a la @PGN_COL en una peluquería personal Contenido denigrante",,8,16,42,https://twitter.com/ingrodolfohdez/status/1370047114550595587
Ing Rodolfo Hernandez !,@ingrodolfohdez,2021-03-11T15:54:26.000Z,"#CápsulasParaLaMemoria: ¿CÓMO SE DECLARA? : ¿CULPABLE, INOCENTE O IMPUNE?",,4,6,27,https://twitter.com/ingrodolfohdez/status/1370040427156492297
Ing Rodolfo Hernandez !,@ingrodolfohdez,2021-03-11T12:23:20.000Z,"A los Colombianos, no los engañan más, ya todos sabemos que eso no es populismo.",,7,6,62,https://twitter.com/ingrodolfohdez/status/1369987301175091201
Ing Rodolfo Hernandez !,@ingrodolfohdez,2021-03-11T12:23:20.000Z,"Si ser populista es ayudar a los taxistas, a los pequeños promotores turísticos, a los dueños de comercios y restaurantes afectados por la crisis de la pandemia, soy populista.",,6,4,59,https://twitter.com/ingrodolfohdez/status/1369987300134912000
Ing Rodolfo Hernandez !,@ingrodolfohdez,2021-03-10T16:49:18.000Z,"Lo he dicho muchas veces y lo repito: de nada sirve elegir un nuevo presidente, si les dejamos el poder a los corruptos que son los que verdaderamente gobiernan desde el congreso.",,12,46,210,https://twitter.com/ingrodolfohdez/status/1369691846264360967
Ing Rodolfo Hernandez !,@ingrodolfohdez,2021-03-09T21:29:23.000Z,Entrevista con Está Pasando Col a través de Instagram  https://instagram.com/estapasandocol/live/17894116534905406?igshid=gb295mm8xyjn…,,1,3,14,https://twitter.com/ingrodolfohdez/status/1369399944415748096
Ing Rodolfo Hernandez !,@ingrodolfohdez,2021-03-09T18:28:15.000Z,"#CápsulasParaLaMemoria:
EL ESTADO ES EL RESPONSABLE DE LA VIOLENCIA Y LA POBREZA .",,5,17,62,https://twitter.com/ingrodolfohdez/status/1369354361277734919
Ing Rodolfo Hernandez !,@ingrodolfohdez,2021-03-09T16:49:51.000Z,"Si seguimos eligiendo ladrones, pueden hacer todo las reformas tributarias que quieran que ninguna plata les alcanza. ¡Pobre Colombia!“Banco de maquinaria adquirido en 2013 fue un mal negocio”
A esta conclusión se llegó luego del debate realizado en la plenaria de la Asamblea Departamental y que fue liderado por el diputado Jonathan Duarte Rojas, quien desde la vigencia anterior venía...
m.elfrente.com.co",,3,9,27,https://twitter.com/ingrodolfohdez/status/1369329597498748942
Ing Rodolfo Hernandez !,@ingrodolfohdez,2021-03-09T01:03:04.000Z,"#ENVIVO  'Hable con El Ingeniero 2021' aquí :Ing Rodolfo Hernández Suarez - DÍA DE LA MUJER | Facebook
""Hable con el Ingeniero"" Programa #73 
facebook.com",,12,4,12,https://twitter.com/ingrodolfohdez/status/1369091330509537280
Ing Rodolfo Hernandez !,@ingrodolfohdez,2021-03-08T19:34:03.000Z,"Esta es la “Ciudad de Oportunidades” de 
@JCardenasRey",,16,20,69,https://twitter.com/ingrodolfohdez/status/1369008531903553544
Ing Rodolfo Hernandez !,@ingrodolfohdez,2021-03-08T18:12:59.000Z,"ESTA NOCHE A LAS 8:00 PM EN “HABLE CON EL INGENIERO” LES RESUELVO LAS DUDAS.Citar Tweet
Vanguardia
@vanguardiacom
 · 8 mar.
#Política | Rodolfo Hernández (@ingrodolfohdez) propone pagar sanción en su contra de $95 millones en cuotas de $500 mil mensuales. ¿Qué opina? https://vanguardia.com/politica/rodolfo-hernandez-propone-pagar-sancion-en-su-contra-de-95-millones-en-cuotas-de-500-mil-mensuales-CI3486172…",,1,3,15,https://twitter.com/ingrodolfohdez/status/1368988129357598723
Ing Rodolfo Hernandez !,@ingrodolfohdez,2021-03-07T01:58:56.000Z,¡EN COLOMBIA HAY 12 MILLONES DE MUJERES MALTRATADAS POR LA CORRUPCIÓN!,,1,9,54,https://twitter.com/ingrodolfohdez/status/1368380613728800768
Ing Rodolfo Hernandez !,@ingrodolfohdez,2021-03-05T18:18:59.000Z,¡BUKELE LOS BARRIÓ!,,32,58,248,https://twitter.com/ingrodolfohdez/status/1367902478423965698
Ing Rodolfo Hernandez !,@ingrodolfohdez,2021-03-07T01:58:56.000Z,"¡EN COLOMBIA HAY 12 MILLONES DE MUJERES MALTRATADAS POR LA CORRUPCIÓN!1:47
1,5 mil reproducciones",,1,9,54,https://twitter.com/ingrodolfohdez/status/1368380613728800768
Ing Rodolfo Hernandez !,@ingrodolfohdez,2021-03-04T19:52:06.000Z,"DUQUE ESTÁ SALVANDO A LOS QUE ESTÁN SALVADOS. 
@Arturo_Calle
 

@RevistaSemana
 @WRadioColombia
  @MJDuzan
 @CanalRCN
 @elespectador
 @BluRadioCo
 @CaracolTV
 @ELTIEMPO
  @RedMasNoticias
 @UltimaHoracom
 @jsanchezcristo
 @VickyDavilaH
 @vanguardiacom
 @diarioelfrente
 @elheraldoco",,6,10,52,https://twitter.com/ingrodolfohdez/status/1367563521966366724
Ing Rodolfo Hernandez !,@ingrodolfohdez,2021-03-04T18:46:23.000Z,¡REACTIVAR A LOS MÁS RICOS NO ES REACTIVAR LA ECONOMÍA!,,15,23,87,https://twitter.com/ingrodolfohdez/status/1367546984387776519
Ing Rodolfo Hernandez !,@ingrodolfohdez,2021-03-01T16:41:37.000Z,"Es un gran ejemplo para Colombia.Citar Tweet
Revista Semana
@RevistaSemana
 · 1 mar.
Nicolas Sarkozy, expresidente francés, condenado a tres años de cárcel. https://bit.ly/2PqNfSJ",,9,10,62,https://twitter.com/ingrodolfohdez/status/1366428420104720385
Ing Rodolfo Hernandez !,@ingrodolfohdez,2021-03-01T12:12:59.000Z,NOS VEMOS ESTA NOCHE A LAS 8:00 P.M. ,,8,10,59,https://twitter.com/ingrodolfohdez/status/1366360818703564801
Ing Rodolfo Hernandez !,@ingrodolfohdez,2021-02-28T19:24:37.000Z,"“Juan Carlos Cárdenas lo único que sabe es tomar trago y decir mentiras”: Rodolfo Hernández | Local | Política | EL FRENTE“Juan Carlos Cárdenas lo único que sabe es tomar trago y decir mentiras”: Rodolfo Hernández
Sus opositores sobrepasan los linderos de la política y le acuñan epítetos de grueso calibre en todo caso impublicables. Entre los mas generosos, corrupto, mentiroso, populista, calificativos que él...
m.elfrente.com.co",,34,20,53,https://twitter.com/ingrodolfohdez/status/1366107053257854977
Ing Rodolfo Hernandez !,@ingrodolfohdez,2021-02-28T18:21:35.000Z,#LoDijoElInge,,16,31,197,https://twitter.com/ingrodolfohdez/status/1366091189703729153
Ing Rodolfo Hernandez !,@ingrodolfohdez,2021-02-26T14:45:07.000Z,"El capitalismo que propongo, es el del premio nobel de economía Joseph E. Stiglitz, es el capitalismo de mi experiencia como empresario y el de mi sensibilidad humana orientada a la justicia social. Les recomiendo el libro ",,41,81,344,https://twitter.com/ingrodolfohdez/status/1365311939237335041
Ing Rodolfo Hernandez !,@ingrodolfohdez,2021-02-25T15:45:31.000Z,"CAPITALISMO PROGRESISTA SIGNIFICA QUE CREZCA EL BIENESTAR DE TODA LA GENTE0:41
2,3 mil reproducciones",,24,33,153,https://twitter.com/ingrodolfohdez/status/1364964753597206535
Ing Rodolfo Hernandez !,@ingrodolfohdez,2021-02-25T14:16:38.000Z,"Cuando la justicia actúa como una corporación, los buenos jueces y los buenos fiscales son absorbidos por el sistema y deben responderle “al jefe” antes que a las causas que tienen en sus manos.",,8,13,76,https://twitter.com/ingrodolfohdez/status/1364942383406792709
Ing Rodolfo Hernandez !,@ingrodolfohdez,2021-02-24T22:02:01.000Z,"5 minutos con el IngenieroIng Rodolfo Hernandez !
@ingrodolfohdez
5 minutos con el Ingeniero
pscp.tv",,11,7,44,https://twitter.com/ingrodolfohdez/status/1364697112940716032
Ing Rodolfo Hernandez !,@ingrodolfohdez,2021-02-24T14:01:02.000Z,#EsNuestraCulpaQue nos sigan gobernando politiqueros ladrones y los pobres sean cada día mas pobres.,,7,20,71,https://twitter.com/ingrodolfohdez/status/1364576071853744132
Ing Rodolfo Hernandez !,@ingrodolfohdez,2021-02-24T13:58:46.000Z,A esta altura hacer otra reforma tributaria en #Colombia es como cargar otro bulto mas en la espalda de un moribundo.,,8,33,138,https://twitter.com/ingrodolfohdez/status/1364575499608031236
Ing Rodolfo Hernandez !,@ingrodolfohdez,2021-02-24T01:20:07.000Z,Hoy me hicieron una muy grata invitación a la inauguración de la Liga de Baloncesto de #Santander ¡Talento deportivo es lo que tenemos en este país! Lástima que los políticos se roban la plata y los escenarios deportivos son una vergüenza ¿Vamos  a seguir votando por ellos?,,20,38,298,https://twitter.com/ingrodolfohdez/status/1364384578551611393
Ing Rodolfo Hernandez !,@ingrodolfohdez,2021-02-18T17:00:24.000Z,"¡ATENCIÓN, ATENCIÓN, ATENCIÓN!",,5,10,38,https://twitter.com/ingrodolfohdez/status/1362446880723058691
Ing Rodolfo Hernandez !,@ingrodolfohdez,2021-02-18T13:57:10.000Z,#LoDijoElInge,,10,27,121,https://twitter.com/ingrodolfohdez/status/1362400771531235331
Ing Rodolfo Hernandez !,@ingrodolfohdez,2021-02-17T21:34:08.000Z,"Entrevista con #LaOtraVerdad 

https://fb.watch/3JgbjBENYu/",,2,5,15,https://twitter.com/ingrodolfohdez/status/1362153380114751490
Ing Rodolfo Hernandez !,@ingrodolfohdez,2021-02-17T11:43:18.000Z,HOY A LAS 5.00 P.M. ¡LOS ESPERO!,,3,9,49,https://twitter.com/ingrodolfohdez/status/1362004693120073732
Ing Rodolfo Hernandez !,@ingrodolfohdez,2021-02-16T15:03:49.000Z,"LOS POLITIQUEROS SE ROBAN HASTA LA COMIDA DE LOS NIÑOS ¡NO MÁS CORRUPCIÓN!1:53
2,5 mil reproducciones",,27,57,193,https://twitter.com/ingrodolfohdez/status/1361692767341150208
Ing Rodolfo Hernandez !,@ingrodolfohdez,2021-02-16T02:26:28.000Z,"HABLE CON EL INGENIERO.
¡SIN INTERRUPCIONES!
Lunes 15 de Febrero. PRIMERO LO NUESTRO, PRIMERO LOS NUESTROS
Hable con el Ingeniero #70 ¡SIN INTERRUPCIONES!15 de Febrero de 2021
youtube.com",,4,9,26,https://twitter.com/ingrodolfohdez/status/1361502174623244293
Ing Rodolfo Hernandez !,@ingrodolfohdez,2021-02-16T01:48:17.000Z,"PRIMERO LO NUESTRO, PRIMERO LOS NUESTROSIng Rodolfo Hernandez !
@ingrodolfohdez
PRIMERO LO NUESTRO, PRIMERO LOS NUESTROS
pscp.tv",,1,5,30,https://twitter.com/ingrodolfohdez/status/1361492564054970368
Ing Rodolfo Hernandez !,@ingrodolfohdez,2021-02-16T01:47:06.000Z,"PRIMERO LO NUESTRO, PRIMERO LOS NUESTROSEsta transmisión finalizó.
Ing Rodolfo Hernandez !
@ingrodolfohdez
PRIMERO LO NUESTRO, PRIMERO LOS NUESTROS
pscp.tv",,2,2,19,https://twitter.com/ingrodolfohdez/status/1361492266515193857
Ing Rodolfo Hernandez !,@ingrodolfohdez,2021-02-16T01:18:15.000Z,"PRIMERO LO NUESTRO, PRIMERO LOS NUESTROSIng Rodolfo Hernandez !
@ingrodolfohdez
PRIMERO LO NUESTRO, PRIMERO LOS NUESTROS
pscp.tv",,4,22,69,https://twitter.com/ingrodolfohdez/status/1361485006477029379
Ing Rodolfo Hernandez !,@ingrodolfohdez,2021-02-10T00:43:28.000Z,"En respuesta a 
@RevistaSemanaPOR MI ",,127,66,"1,6 mil",https://twitter.com/ingrodolfohdez/status/1359301927171981320
Ing Rodolfo Hernandez !,@ingrodolfohdez,2021-02-09T23:04:40.000Z,"EL CÁNCER DE COLOMBIA ES LA CORRUPCIÓN, EL DESPILFARRO LOS LUJOS Y LA IMPUNIDAD.Citar Tweet
Revista Semana
@RevistaSemana
 · 9 feb.
El presidente Duque dice que “el narcotráfico es el cáncer de Colombia”. https://semana.com/nacion/articulo/el-presidente-duque-dice-que-el-narcotrafico-es-el-cancer-de-colombia/202111/?utm_medium=Social&utm_campaign=Echobox&utm_source=Twitter#Echobox=1612900376…",,17,30,174,https://twitter.com/ingrodolfohdez/status/1359277063056809995
Ing Rodolfo Hernandez !,@ingrodolfohdez,2021-02-09T19:40:29.000Z,"¡FELIZ DÍA DEL PERIODISTA!

#DiaDelPeriodista",,,1,33,https://twitter.com/ingrodolfohdez/status/1359225676130373632
Ing Rodolfo Hernandez !,@ingrodolfohdez,2021-02-09T16:16:17.000Z,"VENDIENDO LA EPM NO SE SOLUCIONAN LOS PROBLEMAS FINANCIEROS DEL PAÍS, SE SOLUCIONAN TRANCANDO LA ROBADERA",,27,78,446,https://twitter.com/ingrodolfohdez/status/1359174289543602177
Ing Rodolfo Hernandez !,@ingrodolfohdez,2021-02-08T14:41:47.000Z,"#AEstaHora EN ENTREVISTA CON 
@CaracolRadio
 Caracol Radio | Noticias, deportes y opinión en Colombia
Infórmese aquí EN VIVO sobre todas las noticias de Colombia y el mundo. Deportes, fútbol colombiano, entretenimiento, salud, tecnología, última hora.
caracol.com.co",,1,3,13,https://twitter.com/ingrodolfohdez/status/1358788120527929344
Ing Rodolfo Hernandez !,@ingrodolfohdez,2021-02-08T13:39:40.000Z,NOS VEMOS ESTA NOCHE A LAS 8:00 P.M.,,6,18,98,https://twitter.com/ingrodolfohdez/status/1358772487820050435
Ing Rodolfo Hernandez !,@ingrodolfohdez,2021-02-07T16:25:41.000Z,"“Me lanzo a la presidencia porque soy capaz de acabar con la ladronera” 
@RevistaSemana",,509,783,"3,7 mil",https://twitter.com/ingrodolfohdez/status/1358451879253061637
Ing Rodolfo Hernandez !,@ingrodolfohdez,2021-02-05T17:12:26.000Z,"Entrevista con 
@RevistaSemana
 @VickyDavilaH
 Ing Rodolfo Hernández Suarez on Facebook Watch
Ing Rodolfo Hernández Suarez was live.
facebook.com",,3,4,13,https://twitter.com/ingrodolfohdez/status/1357738868238393346
Ing Rodolfo Hernandez !,@ingrodolfohdez,2021-02-05T16:39:03.000Z,#LoDijoElInge,,22,54,324,https://twitter.com/ingrodolfohdez/status/1357730468263849986
Ing Rodolfo Hernandez !,@ingrodolfohdez,2021-02-05T16:17:43.000Z,"Entrevista con 
@WRadioColombia
  Ing Rodolfo Hernández Suarez on Facebook Watch
Entrevista con la W radio
facebook.com",,1,5,7,https://twitter.com/ingrodolfohdez/status/1357725096622833668
Ing Rodolfo Hernandez !,@ingrodolfohdez,2021-02-05T16:17:41.000Z,"PARA LOS POLITIQUEROS LA FUNCIÓN PÚBLICA NO ES UN SERVICIO, ES UN NEGOCIO",,20,34,137,https://twitter.com/ingrodolfohdez/status/1357725092390830091
Ing Rodolfo Hernandez !,@ingrodolfohdez,2021-01-18T23:25:46.000Z,"@JCardenasRey
 Los bumangueses estamos esperando su respuesta sobre quién es Federico Olave Avilan ¿y cuál es la relación que tiene con Alvaro Rodríguez y el negocio que están haciendo en Bucaramanga?
@VickyDavilaH
 @jsanchezcristo
 @tobonsanin
 @ELTIEMPO",,12,15,26,https://twitter.com/ingrodolfohdez/status/1351309838278602757
Ing Rodolfo Hernandez !,@ingrodolfohdez,2021-01-16T02:24:03.000Z,EN MEMORIA DE ALEJANDRO GALVIS UN HOMBRE DE VANGUARDIA,,6,19,232,https://twitter.com/ingrodolfohdez/status/1350267541977931776
Ing Rodolfo Hernandez !,@ingrodolfohdez,2021-01-14T21:27:00.000Z,Y también cuéntele a la ciudadanía quién es Federico Olave Avilan. Acuérdese que las verdades a medias son las peores mentiras.,,9,16,69,https://twitter.com/ingrodolfohdez/status/1349830401217474565
Ing Rodolfo Hernandez !,@ingrodolfohdez,2021-01-14T21:27:00.000Z,"@JCardenasRey
 explíquele a la ciudadanía qué es ONETECH SAS y por qué el 31 de oct del 2019, 4 días después de ser elegido con los votos de los ciudadanos usted se sale de la sociedad y en su reemplazo ingresa su hija Nicol Andrea Cárdenas Mantilla",,10,26,65,https://twitter.com/ingrodolfohdez/status/1349830399069990914
Ing Rodolfo Hernandez !,@ingrodolfohdez,2021-01-14T21:27:00.000Z,"LAS ANDANZAS DE EL ALCALDE 
@JCardenasRey
 4 DÍAS DESPUÉS DE SER ELECTO",,35,30,95,https://twitter.com/ingrodolfohdez/status/1349830397702664194
Ing Rodolfo Hernandez !,@ingrodolfohdez,2021-01-14T01:07:12.000Z,¡HACE 2 MESES EL INGENIERO RODOLFO HERNÁNDEZ ADVIRTIÓ LO QUE IBA A PASAR CON LAS VACUNAS!,,6,48,155,https://twitter.com/ingrodolfohdez/status/1349523427607109633
Ing Rodolfo Hernandez !,@ingrodolfohdez,2021-01-10T01:02:33.000Z,"SI SER POPULISTA ES AYUDAR A LOS POBRES A SALIR DE LA POBREZA: SOY POPULISTA.

ASÍ QUE SIGAN LLAMÁNDOME POPULISTA, NO ES UN INSULTO ¡ES UN ELOGIO!",,55,74,497,https://twitter.com/ingrodolfohdez/status/1348072704788877312
Ing Rodolfo Hernandez !,@ingrodolfohdez,2021-01-08T00:23:01.000Z,#LoDijoElInge,,6,18,135,https://twitter.com/ingrodolfohdez/status/1347337979891748864
Ing Rodolfo Hernandez !,@ingrodolfohdez,2021-01-07T16:11:38.000Z,Dra María Juliana no permita que hagan la primera acción presupuestal contra todos los ciudadanos de Bucaramanga. Corrija los índices de liquidez en los concursos de vigilancia en el Isabu y garantice la pluralidad.,,13,20,67,https://twitter.com/ingrodolfohdez/status/1347214321370226689
Ing Rodolfo Hernandez !,@ingrodolfohdez,2021-01-06T00:34:37.000Z,LA COLOMBIA QUE QUEREMOS VOTAR,,6,24,92,https://twitter.com/ingrodolfohdez/status/1346616125359067136
Ing Rodolfo Hernandez !,@ingrodolfohdez,2021-01-04T17:52:35.000Z,"#AlcaldesEnVacacionesSonCitar Tweet
W Radio Colombia
@WRadioColombia
 · 4 ene.
#SigueLaW #AlcaldesEnVacacionesSon | Me parece que no es oportuno, no es que no merezca las vacaciones, pero no era conveniente: Rodolfo Hernández (@ingrodolfohdez), exalcalde de Bucaramanga >> http://bit.ly/38a6GWH
Mostrar este hilo",,6,8,37,https://twitter.com/ingrodolfohdez/status/1346152561888391168
