nombre,usuario,fecha,texto,emoticon,cantidad_comentarios,cantidad_likes,cantidad_retweets,link
cami is a rider,cami is a rider,2021-05-28T18:19:31.000Z,"ÉL MISMO, ESTÚPIDA. Deje de pensar que la gente son igual a ustedes que le pagan bajo cuerda, como sus hijueputas votos que compró para estar ahí.",,2,,50,https://twitter.com/EsteValencia/status/1398343191070400518
moleculis,moleculis,2021-05-28T22:21:26.000Z,my king,,1,,1,https://twitter.com/moleculis/status/1398404070797365252
Andrés,Andrés,2021-05-28T18:19:58.000Z,Pues le podemos decir que al menos no lo patrocina el marido de la Azcárate :v,,2,,20,https://twitter.com/Anfesar_G2/status/1398343306661203970
EL OTRO AÑO MI AMOR,EL OTRO AÑO MI AMOR,2021-05-28T18:21:38.000Z,"Lo patrocina sus 36M de seguidores y el fruto de su trabajo, no como vos que le robas al pueblo y comprás votos",,,2,157,https://twitter.com/_imcacher_/status/1398343725747785737
𝙹𝚄𝙿𝙸𝚃𝙴𝚁 Heaven & Hell 1 year,𝙹𝚄𝙿𝙸𝚃𝙴𝚁 Heaven & Hell 1 year,2021-05-28T18:23:20.000Z,"Replying to 
@MariaFdaCabal",,,,2,https://twitter.com/rexhasbutt/status/1398344152702668802
DJ YANKS,DJ YANKS,2021-05-28T18:26:48.000Z,Acaba de llegar uno de patrocinadores de los bloqueos desde venezuela te acuerdas de este terrorista  ,,,,3,https://twitter.com/djyankscolombia/status/1398345023658377221
J,J,2021-05-28T18:27:17.000Z,"Claro, alguien tiene que patrocinarlo, porque un influencer con 36 millones de suscriptores no puede comprarse él solo un tiquete de avión a Colombia.",,1,,4,https://twitter.com/Juaneme/status/1398345146186481664
J. Reyes.,J. Reyes.,2021-05-28T23:24:36.000Z,"Es que ella no entiende mucho de cómo se mueve economía digital... es una nostálgica de la ganadería, la usurpación de tierras y mamar de la teta del estado.",,1,,3,https://twitter.com/donjreyes/status/1398419970418171916
Santiago Sabogal Suarez,Santiago Sabogal Suarez,2021-05-28T18:29:40.000Z,"Marica no puedo con esta señora JAJAJAJAJAJAJAJAJAJAJA 
@Tatianarod99",,1,,2,https://twitter.com/sabogal_suarez/status/1398345745116315650
Frentonces,Frentonces,2021-05-28T18:31:08.000Z,"Vicky Dávila viendo este tweet. PETRO, ¡BASTA YA!",,1,7,200,https://twitter.com/frentonces/status/1398346114215165958
Zenitsu Caleño,Zenitsu Caleño,2021-05-28T18:31:50.000Z,Lo patrocina,,,1,16,https://twitter.com/zenitsu_c/status/1398346289268543492
Luis Anaya,Luis Anaya,2021-05-28T18:33:58.000Z,"@MariaFdaCabal
 ha 
@LuisitoComunica
  lo patrocina 
@petrogustavo
  y la izquierda, solo quieren mentir y decir que en este hermoso paraiso estan dizque masacrado gente, cuando solo se les esta enseñando que el uribismo es peor que cualquier cosa sobra la tierra",,4,,1,https://twitter.com/SoyLuisAnaya/status/1398346827825565697
Jigglypuff Minogue,Jigglypuff Minogue,2021-05-28T18:34:50.000Z,"Replying to 
@MariaFdaCabal",,,1,8,https://twitter.com/_SebasabeS_/status/1398347047099568132
Steven Cruyff,Steven Cruyff,2021-05-28T18:41:20.000Z,"Honorable, querida e inteligente senadora, tal parece maduro le pago, ya esta buscando la manera de salir a marchar, Seguiremos informando.",,,,4,https://twitter.com/Kyzz_79/status/1398348681204617216
Minty || COLOMBIA RESISTE,Minty || COLOMBIA RESISTE,2021-05-28T18:31:12.000Z,Yo  ,,,,1,https://twitter.com/lostjoon_/status/1398346131348856836
Juan C.,Juan C.,2021-05-28T18:37:12.000Z,CON PLATA DE TRAQUETEO DE GENTE DE BIEN NO ES.,,,,1,https://twitter.com/JuanCalosoooooo/status/1398347642275573763
MR NOBODY,MR NOBODY,2021-05-28T18:45:42.000Z,"Señora usted es demasiado estúpida, él tiene una empresa de telecomunicaciones y hasta una marca de tequila, él la puede patrocinar a usted y sin necesidad de ser narcotraficante como usted",,,1,7,https://twitter.com/LORDIOS19/status/1398349780619833347
El ingeniero 10,El ingeniero 10,2021-05-28T18:45:44.000Z,Cómo si necesitara de que lo patrocinan. Está vieja es muy bruta hermano.,,2,,101,https://twitter.com/El_IngeC10/status/1398349789977366531
laframbuesa,laframbuesa,2021-05-28T21:04:33.000Z,Bruta no demente es esa cabal Luisito está jincho en plata,,1,,16,https://twitter.com/naticaisaza/status/1398384724666638337
