nombre,usuario,fecha,texto,emoticon,cantidad_comentarios,cantidad_likes,cantidad_retweets,link
Óscar Iván Zuluaga,Óscar Iván Zuluaga,,,,,,,
German Guzmán,German Guzmán,2021-08-21T14:24:32.000Z,Porque no lo hizo cuando era ministro de hacienda?,,3,,88,https://twitter.com/Germanguzm/status/1429087024615723009
JUAN CAMILO MORALES,JUAN CAMILO MORALES,2021-08-21T14:25:26.000Z,"Que buena pregunta. 

Será que se atreve a responder el señor Ministro ?",,,,28,https://twitter.com/JUANKAMORA23/status/1429087252437684235
Carlos B,Carlos B,2021-08-21T14:24:54.000Z,"Queremos a 
@MariaFdaCabal
 en la presidencia de colombia desde el 22",,,1,8,https://twitter.com/CarlosDerechaY/status/1429087114898116609
Santo Tomás,Santo Tomás,2021-08-21T14:25:19.000Z,Diga eso a su creador. Sr,,,,,https://twitter.com/SantoToms13/status/1429087222725218304
MILTON G,MILTON G,2021-08-21T14:25:42.000Z,Eso dicen todos y llegan al poder y jamás lo quitan,,,1,5,https://twitter.com/forta15/status/1429087319697547268
juan carlos pacheco,juan carlos pacheco,2021-08-21T14:26:13.000Z,Haaaa no diga las mismas mentiras q dicen los otros mentiroso q quieren el poder inventese otras además todos sabemos q UD si llega al poder va hacer otro titere del señor Uribe UD es más vendido,,,,1,https://twitter.com/juankpacheco78/status/1429087449683308548
Yesid Ruiz YoMeVacuno,Yesid Ruiz YoMeVacuno,2021-08-21T14:26:18.000Z,Así es el 4x1000 nos afecta a las pymes.  Gran iniciativa terminar ese impuesto que es veneno.,,1,,,https://twitter.com/YESIDRUIZ/status/1429087471254507523
arturo lobo-guerrero,arturo lobo-guerrero,2021-08-21T14:35:03.000Z,"Es. necesario acabar con ese impuesto antitécnico  del 4x1000   Dr 
@OIZuluaga",,1,,,https://twitter.com/arturoloboguer/status/1429089669518667777
viaghe,viaghe,2021-08-21T14:26:57.000Z,El IVA es el que está arruinando al pueblo trabajador.,,,,,https://twitter.com/vgaleano2/status/1429087634702356484
Gustavo Castañeda,Gustavo Castañeda,2021-08-21T14:27:55.000Z,"Jajajajaja no lo hizo cuando fue Ministerio de hacienda ahora si, definitivamente estos uribistas creen que los Colombianos les creemos sus mentiras.",,,,,https://twitter.com/GustavoPV54/status/1429087874339717124
Jorge Álvarez,Jorge Álvarez,2021-08-21T14:28:15.000Z,No te creo,,,3,7,https://twitter.com/Antimamertuss/status/1429087960994127879
jehernandez,jehernandez,2021-08-21T14:28:34.000Z,"Estas utilizando las mismas mentiras de Duque, búsquese  otras por que con esas ya no cae el pueblo",,,,,https://twitter.com/eliecerhernadez/status/1429088038823596035
Paleozóic,Paleozóic,2021-08-21T14:32:11.000Z,"Promesas de cumbiambera,
hojas que se lleva el viento,
cuando se acaban las velas,
se acaban los juramentos.",,,1,4,https://twitter.com/ReinoCalderon/status/1429088950069702657
PerezTiicko,PerezTiicko,2021-08-21T14:33:14.000Z,Lo están acabando hace 20años ,,,,1,https://twitter.com/el_adhonorem/status/1429089212394057729
deformuz,deformuz,2021-08-21T14:33:36.000Z,"El mismo discurso del peor presidente de la historia 
@IvanDuque
.Y sabe mi querido Óscar q le dio esa denominación,primero obviamente no tener el talante para el cargo,eso ya todos lo sabíamos,pero la calidad de su ineptitud  fue proporcional a su forma de mentirle a sus electores",,,,1,https://twitter.com/Deformuz/status/1429089305243357187
Didier Tovar,Didier Tovar,2021-08-21T14:33:55.000Z,"Replying to 
@OIZuluaga",,,1,,https://twitter.com/DidierTovar4/status/1429089386042437637
John Murcia,John Murcia,2021-08-21T14:34:01.000Z," de verdad cambien el discurso de quinta q tienen! 4 años de el paraco y su titere y no hicieron absolutamente nada! Solo mermelada y corrupción, el 2022 ya no será de uds",,,,1,https://twitter.com/johnmurba/status/1429089412877594630
#opinolibre1 ,#opinolibre1 ,2021-08-21T14:34:41.000Z,"jajajajaj  ridículos ladrones,   4x1000 es una usura es una forma de robarle a la gente su plata",,,,,https://twitter.com/Opino_libre1/status/1429089580553224195
Diego Delgado,Diego Delgado,2021-08-21T14:35:18.000Z,Te va salí boqueraaaaaa,,,,,https://twitter.com/DiegoDelgadoRiv/status/1429089732148011010
Uriel Peña,Uriel Peña,2021-08-21T14:37:06.000Z,"Señor, esas decisiones déjelas a maría Fernanda Cabal, usted mientras tanto, siga apoyando los acuerdos de impunidad con la guerrilla",,1,,2,https://twitter.com/donuriel/status/1429090189163520000
Juan Ramírez,Juan Ramírez,2021-08-21T14:37:16.000Z,"Eso mismo prometieron con Duque. Dizq ""austeridad"" y solo tenemos más gasto burocrático. Eso ya es un rencauche",,,,,https://twitter.com/JuanchoPlop/status/1429090228338413571
Mile Lopez,Mile Lopez,2021-08-21T14:37:54.000Z,Todos con el mismo discurso,,,,,https://twitter.com/MileLop09182569/status/1429090387583438848
*Elvis Tek*,*Elvis Tek*,2021-08-21T14:38:13.000Z,"A cómo la libra de humo, hp???",,,,1,https://twitter.com/rano_elma/status/1429090469280104451
Clara I Gonzalez,Clara I Gonzalez,2021-08-21T14:38:30.000Z,"Esto lo dijo hace meses
Rafael Nieto",,,1,1,https://twitter.com/ClaraIGonzalez1/status/1429090540218470407
Miguel Bermudez,Miguel Bermudez,2021-08-21T14:38:44.000Z,Mínimo lo quitan y ponen el 8x1000... Son tan predecibles!! ,,,,,https://twitter.com/CARNENLANEVERA/status/1429090596443103232
The Mȯȯnᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠ,The Mȯȯnᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠ,2021-08-21T14:38:45.000Z,"Eso del Estado austero es una utopía, todos los gobernantes que llegan llenan la Administración de corbatas para pagar favores ó para asegurar futuros votos!",,1,,3,https://twitter.com/juangom67673564/status/1429090604252811264
David Ocampo,David Ocampo,2021-08-21T14:42:09.000Z,Y como le va a explicar eso a su patrón Uribe ??,,,,,https://twitter.com/DavidMercurio28/status/1429091457672036352
Javier Alarcón,Javier Alarcón,2021-08-21T14:42:15.000Z,Mismo discurso de Duque y vea como todo está vuelto mierda,,,,,https://twitter.com/javieralarcon24/status/1429091484259782662
León,León,2021-08-21T14:43:17.000Z,"El 4 × 1000 sólo afecta transacciones de grandes capitales, es mínima la cuantía que toca a la mayoría de la población. Es un impuesto que afecta a los más ricos, El IVA si es un impuesto que afecta a la población con menos ingresos, bajar tasa del IVA impacta favorablemente.",,,2,1,https://twitter.com/leonjdla/status/1429091744134701062
OscarPuentes,OscarPuentes,2021-08-21T14:44:27.000Z,"Las propuestas pueden ser buenas, pero el tema no son las propuestas, sino la credibilidad. Su copartidario 
@IvanDuque
 prometió en campaña no apoyar ni promover el #fracking e hizo todo lo contrario. Yo estoy convencido, que usted no será la excepción.",,,,1,https://twitter.com/OscarPuentes6/status/1429092036179791875
David Rivera Fierro,David Rivera Fierro,2021-08-21T14:45:07.000Z,"20 años en el poder lleva su partido, ¿ahora usted nos salvará de las pésimas practicas de su partido?",,,,1,https://twitter.com/davidriveraf/status/1429092203092226051
justiniano miranda,justiniano miranda,2021-08-21T14:45:39.000Z,"Iniciar por la 
@JEP_Colombia
, las contralorías Departamentales, y otros órganos que poco sirven como las Personerías.",,,,1,https://twitter.com/jumiranda1976/status/1429092338824056845
Marcela,Marcela,2021-08-21T14:45:47.000Z,OIZ PRESIDENTE,,1,,,https://twitter.com/marcela1802/status/1429092370583334912
Alexander Arboleda M,Alexander Arboleda M,2021-08-21T14:46:02.000Z,"Duque y el centro democrático prometían el cielo y vea providencia es el mayor ejemplo de la mentira que es el uribismo y su centro democrático , cuentanos que más pasará en tu gobierno , más salarios menos impuestos ?",,,14,115,https://twitter.com/aarboledam/status/1429092433590112260
la malquerida,la malquerida,2021-08-21T14:46:25.000Z,Usted pretender ser elegido por que es el que dice Uribe para arreglar el país que tiene destruido el que dijo Uribe!!!,,1,1,9,https://twitter.com/lamalquerida009/status/1429092533414633476
