nombre,usuario,fecha,texto,emoticon,cantidad_comentarios,cantidad_likes,Cantidad_Retweets,link
Sergio Fajardo,@sergio_fajardo,2021-06-30T23:04:51.000Z,Ya conectados para iniciar nuestra discusión sobre la propuesta de empleo juvenil que fue reforzada con más de mil comentarios de personas de todo el país. Ingresen por http://sergiofajardo.co/empleojoven,,58,37,186,https://twitter.com/sergio_fajardo/status/1410373796020854788
Sergio Fajardo,@sergio_fajardo,2021-06-30T19:06:56.000Z,"¡Así es! Una iniciativa para destacar. El reto: que perdure en el tiempo.'Compromiso Valle' recibe más aportes para generar oportunidades a jóvenes
La iniciativa ya llegó a los $30.000 millones y uno de los objetivos en los que se espera trabajar en la región es en ofrecer una formación para el trabajo, para que los jóvenes tengan mayores...
elpais.com.co",,11,25,112,https://twitter.com/sergio_fajardo/status/1410313921999802372
Sergio Fajardo,@sergio_fajardo,2021-06-30T01:16:18.000Z,"La forma de proteger a la Policía es ser implacable con los delitos de sus integrantes, no esconderlos. Necesitamos una institución en la que confíen las personas, con espíritu autocrítico. La destitución inmediata ante la flagrancia es lo correcto.Brigadier General Eliecér Camacho Jiménez
@PoliciaBogota
 · 29 jun.
Ante inaceptable actuación de miembros del Escuadrón Móvil Antidisturbios este martes en #Suba, el Comandante de la Policía Metropolitana de Bogotá anuncia las primeras decisiones sobre este caso, que ha sido priorizado por la Institución. No toleraremos violaciones a los DD.HH.",,58,54,298,https://twitter.com/sergio_fajardo/status/1410044491415818241
Sergio Fajardo,@sergio_fajardo,2021-06-29T23:59:53.000Z,"Bueno, mañana a las 6:00 p.m. discutiremos la propuesta de empleo juvenil que sometimos a revisión y aportes de la gente. Me gustaría que se conectaran, en especial las personas que se tomaron el tiempo de leer y proponer. Les dejo el link http://sergiofajardo.co/empleojoven",,47,46,173,https://twitter.com/sergio_fajardo/status/1410025258309062658
Sergio Fajardo,@sergio_fajardo,2021-06-25T02:28:43.000Z,"""Yo esperaba que se quitaran las máscaras"" dijo Ingrid Betancur sobre los ex-guerrileros de las FARC que comparecieron ante la JEP en frente de las personas que hablan secuestrado. No se las quitaron: nadie puede dar lo que no tiene.Ingrid Betancourt: “Las víctimas nos hemos sentido muchas veces muy solas en nuestro dolor”
La excandidata presidencial secuestrada por las FARC repasa el primer cara a cara con sus captores, en un encuentro de la Comisión de la Verdad
elpais.com",,31,46,215,https://twitter.com/sergio_fajardo/status/1408250775298625539
Sergio Fajardo,@sergio_fajardo,2021-06-24T23:09:07.000Z,"Bucaramanga, siempre ciudad bonita.",,24,30,334,https://twitter.com/sergio_fajardo/status/1408200542954926091
Sergio Fajardo,@sergio_fajardo,2021-06-24T23:07:53.000Z,"Vamos terminando una jornada clave en Bucaramanga. Hemos escuchado a comunidades y jóvenes sobre empleo, medio ambiente y educación. Seguimos en la tarea de mostrarle al país que somos capaces de encontrarnos para construir.",,30,42,197,https://twitter.com/sergio_fajardo/status/1408200233465548804
Sergio Fajardo,@sergio_fajardo,2021-06-24T20:45:31.000Z,"Destaco la valentía de quienes firmaron la carta de apoyo a la Coalición de la Esperanza. No podemos caer en el juego de las agresiones constantes, tenemos que atrevernos a hablar. Bienvenidos a firmar también la carta: https://change.org/p/colombia-melajuegoporlaesperanza…1:54
14,6 mil reproducciones",,102,125,402,https://twitter.com/sergio_fajardo/status/1408164405066485762
Sergio Fajardo,@sergio_fajardo,2021-06-24T15:46:30.000Z,"Hoy desde Bucaramanga estamos con la 
@CoaliEsperanza
 para contarles que no seguimos a un líder ungido que nos va a llevar a la tierra prometida. Estamos trabajando y construyendo entre diferentes para encontrar una salida a los problemas de Colombia.",,78,67,247,https://twitter.com/sergio_fajardo/status/1408089156094418944
Sergio Fajardo,@sergio_fajardo,2021-06-24T14:29:33.000Z,Acá quienes han firmado la carta:,,14,31,86,https://twitter.com/sergio_fajardo/status/1408069789117943821
